Begin,End,Activity,HRmean,HRmax,HRmin
2021-09-09T06:57:00.000+01:00, 2021-09-09T10:22:00.000+01:00, Light sleep, 55, 85, 41, 
2021-09-10T00:17:00.000+01:00, 2021-09-10T00:39:00.000+01:00, Light sleep, 61, 76, 55, 
2021-09-10T00:39:00.000+01:00, 2021-09-10T00:54:00.000+01:00, Deep sleep, 55, 71, 49, 
2021-09-10T00:54:00.000+01:00, 2021-09-10T01:05:00.000+01:00, Light sleep, 57, 76, 48, 
2021-09-10T01:05:00.000+01:00, 2021-09-10T01:18:00.000+01:00, Deep sleep, 52, 55, 48, 
2021-09-10T01:18:00.000+01:00, 2021-09-10T01:28:00.000+01:00, Light sleep, 57, 74, 52, 
2021-09-10T01:28:00.000+01:00, 2021-09-10T02:17:00.000+01:00, Deep sleep, 61, 76, 55, 
2021-09-10T02:17:00.000+01:00, 2021-09-10T02:28:00.000+01:00, Light sleep, 55, 55, 55, 
2021-09-10T02:28:00.000+01:00, 2021-09-10T02:40:00.000+01:00, Deep sleep, 56, 61, 55, 
2021-09-10T02:40:00.000+01:00, 2021-09-10T03:09:00.000+01:00, Light sleep, 53, 79, 47, 
2021-09-10T03:09:00.000+01:00, 2021-09-10T03:40:00.000+01:00, Deep sleep, 52, 55, 47, 
2021-09-10T03:40:00.000+01:00, 2021-09-10T05:02:00.000+01:00, Light sleep, 58, 78, 40, 
2021-09-10T05:02:00.000+01:00, 2021-09-10T05:21:00.000+01:00, Deep sleep, 52, 59, 47, 
2021-09-10T05:21:00.000+01:00, 2021-09-10T06:11:00.000+01:00, Light sleep, 57, 77, 49, 
2021-09-10T06:11:00.000+01:00, 2021-09-10T06:42:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-09-10T06:42:00.000+01:00, 2021-09-10T07:10:00.000+01:00, Light sleep, 54, 75, 47, 
2021-09-10T07:10:00.000+01:00, 2021-09-10T07:42:00.000+01:00, Deep sleep, 51, 55, 48, 
2021-09-10T07:42:00.000+01:00, 2021-09-10T08:09:00.000+01:00, Light sleep, 53, 75, 48, 
2021-09-10T08:09:00.000+01:00, 2021-09-10T08:27:00.000+01:00, Deep sleep, 53, 55, 48, 
2021-09-10T08:27:00.000+01:00, 2021-09-10T09:40:00.000+01:00, Light sleep, 56, 75, 48, 
2021-09-10T09:40:00.000+01:00, 2021-09-10T10:12:00.000+01:00, Deep sleep, 52, 56, 48, 
2021-09-10T10:12:00.000+01:00, 2021-09-10T10:53:00.000+01:00, Light sleep, 58, 75, 55, 
2021-09-12T02:20:00.000+01:00, 2021-09-12T04:34:00.000+01:00, Light sleep, 57, 94, 46, 
2021-09-12T04:34:00.000+01:00, 2021-09-12T04:56:00.000+01:00, Deep sleep, 51, 59, 48, 
2021-09-12T04:56:00.000+01:00, 2021-09-12T05:06:00.000+01:00, Light sleep, 57, 77, 48, 
2021-09-12T05:06:00.000+01:00, 2021-09-12T05:20:00.000+01:00, Deep sleep, 53, 59, 48, 
2021-09-12T05:20:00.000+01:00, 2021-09-12T05:58:00.000+01:00, Light sleep, 56, 86, 44, 
2021-09-12T05:58:00.000+01:00, 2021-09-12T06:52:00.000+01:00, Deep sleep, 51, 75, 47, 
2021-09-12T06:52:00.000+01:00, 2021-09-12T07:44:00.000+01:00, Light sleep, 61, 91, 47, 
2021-09-12T07:44:00.000+01:00, 2021-09-12T08:22:00.000+01:00, Deep sleep, 50, 59, 47, 
2021-09-12T08:22:00.000+01:00, 2021-09-12T09:32:00.000+01:00, Light sleep, 58, 78, 48, 
2021-09-12T09:32:00.000+01:00, 2021-09-12T09:48:00.000+01:00, Deep sleep, 53, 56, 48, 
2021-09-12T09:48:00.000+01:00, 2021-09-12T09:55:00.000+01:00, Light sleep, 54, 59, 51, 
2021-09-12T09:55:00.000+01:00, 2021-09-12T10:15:00.000+01:00, Deep sleep, 50, 56, 48, 
2021-09-12T10:15:00.000+01:00, 2021-09-12T11:16:00.000+01:00, Light sleep, 57, 76, 48, 
2021-09-13T01:42:00.000+01:00, 2021-09-13T01:58:00.000+01:00, Deep sleep, 47, 48, 46, 
2021-09-13T01:58:00.000+01:00, 2021-09-13T02:17:00.000+01:00, Light sleep, 49, 59, 47, 
2021-09-13T02:17:00.000+01:00, 2021-09-13T02:28:00.000+01:00, Deep sleep, 48, 50, 47, 
2021-09-13T02:28:00.000+01:00, 2021-09-13T02:36:00.000+01:00, Light sleep, 63, 92, 48, 
2021-09-13T02:36:00.000+01:00, 2021-09-13T02:48:00.000+01:00, Deep sleep, 48, 48, 48, 
2021-09-13T02:48:00.000+01:00, 2021-09-13T03:42:00.000+01:00, Light sleep, 52, 75, 48, 
2021-09-13T03:42:00.000+01:00, 2021-09-13T04:10:00.000+01:00, Deep sleep, 48, 51, 46, 
2021-09-13T04:10:00.000+01:00, 2021-09-13T04:21:00.000+01:00, Light sleep, 43, 49, 40, 
2021-09-13T04:21:00.000+01:00, 2021-09-13T04:44:00.000+01:00, Deep sleep, 46, 49, 41, 
2021-09-13T04:44:00.000+01:00, 2021-09-13T05:43:00.000+01:00, Light sleep, 55, 79, 40, 
2021-09-13T05:43:00.000+01:00, 2021-09-13T05:55:00.000+01:00, Deep sleep, 47, 50, 40, 
2021-09-13T05:55:00.000+01:00, 2021-09-13T06:23:00.000+01:00, Light sleep, 52, 75, 47, 
2021-09-13T06:23:00.000+01:00, 2021-09-13T06:36:00.000+01:00, Deep sleep, 48, 50, 48, 
2021-09-13T06:36:00.000+01:00, 2021-09-13T08:12:00.000+01:00, Light sleep, 51, 76, 40, 
2021-09-13T08:12:00.000+01:00, 2021-09-13T09:07:00.000+01:00, Deep sleep, 48, 51, 47, 
2021-09-13T09:07:00.000+01:00, 2021-09-13T09:51:00.000+01:00, Light sleep, 56, 75, 48, 
2021-09-13T09:51:00.000+01:00, 2021-09-13T10:19:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-09-13T10:19:00.000+01:00, 2021-09-13T10:58:00.000+01:00, Light sleep, 50, 59, 47, 
2021-09-14T03:14:00.000+01:00, 2021-09-14T03:53:00.000+01:00, Light sleep, 61, 102, 48, 
2021-09-14T03:53:00.000+01:00, 2021-09-14T04:36:00.000+01:00, Deep sleep, 59, 59, 59, 
2021-09-14T04:36:00.000+01:00, 2021-09-14T05:19:00.000+01:00, Light sleep, 50, 57, 47, 
2021-09-14T05:19:00.000+01:00, 2021-09-14T05:31:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-09-14T05:31:00.000+01:00, 2021-09-14T05:42:00.000+01:00, Light sleep, 48, 53, 48, 
2021-09-14T05:42:00.000+01:00, 2021-09-14T05:52:00.000+01:00, Deep sleep, 47, 49, 47, 
2021-09-14T05:52:00.000+01:00, 2021-09-14T06:02:00.000+01:00, Light sleep, 56, 74, 48, 
2021-09-14T06:02:00.000+01:00, 2021-09-14T06:12:00.000+01:00, Deep sleep, 49, 55, 48, 
2021-09-14T06:12:00.000+01:00, 2021-09-14T06:45:00.000+01:00, Light sleep, 61, 93, 47, 
2021-09-14T06:45:00.000+01:00, 2021-09-14T07:11:00.000+01:00, Deep sleep, 50, 59, 47, 
2021-09-14T07:11:00.000+01:00, 2021-09-14T07:21:00.000+01:00, Light sleep, 64, 94, 46, 
2021-09-14T07:21:00.000+01:00, 2021-09-14T07:43:00.000+01:00, Deep sleep, 48, 55, 47, 
2021-09-14T07:43:00.000+01:00, 2021-09-14T08:35:00.000+01:00, Light sleep, 53, 78, 47, 
2021-09-14T08:35:00.000+01:00, 2021-09-14T08:57:00.000+01:00, Deep sleep, 47, 49, 47, 
2021-09-14T08:57:00.000+01:00, 2021-09-14T10:11:00.000+01:00, Light sleep, 51, 86, 45, 
2021-09-14T10:11:00.000+01:00, 2021-09-14T10:50:00.000+01:00, Deep sleep, 48, 52, 47, 
2021-09-14T10:50:00.000+01:00, 2021-09-14T11:48:00.000+01:00, Light sleep, 58, 86, 45, 
2021-09-15T01:49:00.000+01:00, 2021-09-15T03:04:00.000+01:00, Light sleep, 57, 85, 40, 
2021-09-15T03:04:00.000+01:00, 2021-09-15T03:15:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-09-15T03:15:00.000+01:00, 2021-09-15T03:25:00.000+01:00, Light sleep, 49, 50, 48, 
2021-09-15T03:25:00.000+01:00, 2021-09-15T03:38:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-09-15T03:38:00.000+01:00, 2021-09-15T04:44:00.000+01:00, Light sleep, 55, 93, 48, 
2021-09-15T04:44:00.000+01:00, 2021-09-15T05:26:00.000+01:00, Deep sleep, 48, 55, 45, 
2021-09-15T05:26:00.000+01:00, 2021-09-15T05:36:00.000+01:00, Light sleep, 50, 55, 49, 
2021-09-15T05:36:00.000+01:00, 2021-09-15T05:54:00.000+01:00, Deep sleep, null
2021-09-15T05:54:00.000+01:00, 2021-09-15T06:51:00.000+01:00, Light sleep, 55, 94, 41, 
2021-09-15T06:51:00.000+01:00, 2021-09-15T07:19:00.000+01:00, Deep sleep, 48, 55, 43, 
2021-09-15T07:19:00.000+01:00, 2021-09-15T07:29:00.000+01:00, Light sleep, 56, 74, 48, 
2021-09-15T07:29:00.000+01:00, 2021-09-15T07:49:00.000+01:00, Deep sleep, 53, 59, 48, 
2021-09-15T07:49:00.000+01:00, 2021-09-15T08:51:00.000+01:00, Light sleep, 56, 76, 41, 
2021-09-15T08:51:00.000+01:00, 2021-09-15T09:13:00.000+01:00, Deep sleep, 49, 55, 47, 
2021-09-15T09:13:00.000+01:00, 2021-09-15T10:02:00.000+01:00, Light sleep, 55, 74, 47, 
2021-09-16T03:28:00.000+01:00, 2021-09-16T03:32:00.000+01:00, Light sleep, 49, 49, 49, 
2021-09-16T03:32:00.000+01:00, 2021-09-16T03:53:00.000+01:00, Deep sleep, 49, 52, 47, 
2021-09-16T03:53:00.000+01:00, 2021-09-16T04:08:00.000+01:00, Light sleep, 52, 59, 48, 
2021-09-16T04:08:00.000+01:00, 2021-09-16T04:23:00.000+01:00, Deep sleep, 51, 59, 48, 
2021-09-16T04:23:00.000+01:00, 2021-09-16T05:18:00.000+01:00, Light sleep, 57, 93, 46, 
2021-09-16T05:18:00.000+01:00, 2021-09-16T06:12:00.000+01:00, Deep sleep, 48, 51, 45, 
2021-09-16T06:12:00.000+01:00, 2021-09-16T07:00:00.000+01:00, Light sleep, 54, 75, 44, 
2021-09-16T07:00:00.000+01:00, 2021-09-16T07:28:00.000+01:00, Deep sleep, 47, 50, 44, 
2021-09-16T07:28:00.000+01:00, 2021-09-16T07:51:00.000+01:00, Light sleep, 52, 63, 41, 
2021-09-16T07:51:00.000+01:00, 2021-09-16T08:01:00.000+01:00, Deep sleep, 45, 49, 40, 
2021-09-16T08:01:00.000+01:00, 2021-09-16T10:34:00.000+01:00, Light sleep, 55, 79, 41, 
2021-09-16T10:34:00.000+01:00, 2021-09-16T10:44:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-09-16T10:44:00.000+01:00, 2021-09-16T11:20:00.000+01:00, Light sleep, 58, 94, 48, 
2021-09-17T04:05:00.000+01:00, 2021-09-17T04:20:00.000+01:00, Light sleep, 74, 78, 59, 
2021-09-17T04:20:00.000+01:00, 2021-09-17T05:08:00.000+01:00, Deep sleep, 49, 64, 47, 
2021-09-17T05:08:00.000+01:00, 2021-09-17T05:44:00.000+01:00, Light sleep, 54, 76, 44, 
2021-09-17T05:44:00.000+01:00, 2021-09-17T06:23:00.000+01:00, Deep sleep, 48, 55, 48, 
2021-09-17T06:23:00.000+01:00, 2021-09-17T09:41:00.000+01:00, Light sleep, 59, 94, 47, 
2021-09-17T09:41:00.000+01:00, 2021-09-17T10:03:00.000+01:00, Deep sleep, 52, 56, 48, 
2021-09-17T10:03:00.000+01:00, 2021-09-17T10:17:00.000+01:00, Light sleep, 59, 93, 48, 
2021-09-17T10:17:00.000+01:00, 2021-09-17T10:29:00.000+01:00, Deep sleep, 50, 56, 47, 
2021-09-17T10:29:00.000+01:00, 2021-09-17T11:04:00.000+01:00, Light sleep, 54, 94, 46, 
2021-09-17T11:04:00.000+01:00, 2021-09-17T11:22:00.000+01:00, Deep sleep, 51, 60, 48, 
2021-09-17T11:22:00.000+01:00, 2021-09-17T11:26:00.000+01:00, Light sleep, 51, 54, 48, 
2021-09-18T01:59:00.000+01:00, 2021-09-18T02:24:00.000+01:00, Light sleep, 60, 74, 47, 
2021-09-18T02:24:00.000+01:00, 2021-09-18T03:14:00.000+01:00, Deep sleep, 48, 50, 47, 
2021-09-18T03:14:00.000+01:00, 2021-09-18T03:40:00.000+01:00, Light sleep, 55, 65, 48, 
2021-09-18T03:40:00.000+01:00, 2021-09-18T04:06:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-09-18T04:06:00.000+01:00, 2021-09-18T04:20:00.000+01:00, Light sleep, 55, 94, 48, 
2021-09-18T04:20:00.000+01:00, 2021-09-18T04:34:00.000+01:00, Deep sleep, 48, 50, 47, 
2021-09-18T04:34:00.000+01:00, 2021-09-18T05:32:00.000+01:00, Light sleep, 63, 94, 48, 
2021-09-18T05:32:00.000+01:00, 2021-09-18T07:12:00.000+01:00, Deep sleep, 48, 50, 48, 
2021-09-18T07:12:00.000+01:00, 2021-09-18T07:21:00.000+01:00, Light sleep, 48, 48, 48, 
2021-09-18T07:21:00.000+01:00, 2021-09-18T07:58:00.000+01:00, Deep sleep, 48, 50, 44, 
2021-09-18T07:58:00.000+01:00, 2021-09-18T09:04:00.000+01:00, Light sleep, 55, 85, 47, 
2021-09-20T02:46:00.000+01:00, 2021-09-20T03:10:00.000+01:00, Light sleep, 57, 74, 48, 
2021-09-20T03:10:00.000+01:00, 2021-09-20T03:54:00.000+01:00, Deep sleep, 47, 55, 44, 
2021-09-20T03:54:00.000+01:00, 2021-09-20T04:24:00.000+01:00, Light sleep, 54, 76, 41, 
2021-09-20T04:24:00.000+01:00, 2021-09-20T05:22:00.000+01:00, Deep sleep, null
2021-09-20T05:22:00.000+01:00, 2021-09-20T05:32:00.000+01:00, Light sleep, 41, 41, 41, 
2021-09-20T05:32:00.000+01:00, 2021-09-20T05:53:00.000+01:00, Deep sleep, 52, 75, 41, 
2021-09-20T05:53:00.000+01:00, 2021-09-20T06:53:00.000+01:00, Light sleep, 54, 75, 41, 
2021-09-20T06:53:00.000+01:00, 2021-09-20T07:09:00.000+01:00, Deep sleep, 50, 86, 40, 
2021-09-20T07:09:00.000+01:00, 2021-09-20T07:20:00.000+01:00, Light sleep, 49, 75, 40, 
2021-09-20T07:20:00.000+01:00, 2021-09-20T08:02:00.000+01:00, Deep sleep, 48, 75, 40, 
2021-09-20T08:02:00.000+01:00, 2021-09-20T08:51:00.000+01:00, Light sleep, 59, 88, 40, 
2021-09-20T08:51:00.000+01:00, 2021-09-20T09:18:00.000+01:00, Deep sleep, 46, 49, 41, 
2021-09-20T09:18:00.000+01:00, 2021-09-20T09:56:00.000+01:00, Light sleep, 54, 75, 40, 
2021-09-20T09:56:00.000+01:00, 2021-09-20T10:08:00.000+01:00, Deep sleep, 47, 48, 44, 
2021-09-20T10:08:00.000+01:00, 2021-09-20T10:58:00.000+01:00, Light sleep, 50, 77, 44, 
2021-09-21T05:00:00.000+01:00, 2021-09-21T05:21:00.000+01:00, Light sleep, 56, 75, 41, 
2021-09-21T05:21:00.000+01:00, 2021-09-21T05:59:00.000+01:00, Deep sleep, 44, 75, 40, 
2021-09-21T05:59:00.000+01:00, 2021-09-21T06:09:00.000+01:00, Light sleep, 51, 71, 42, 
2021-09-21T06:09:00.000+01:00, 2021-09-21T06:21:00.000+01:00, Deep sleep, null
2021-09-21T06:21:00.000+01:00, 2021-09-21T06:31:00.000+01:00, Light sleep, 41, 41, 41, 
2021-09-21T06:31:00.000+01:00, 2021-09-21T06:45:00.000+01:00, Deep sleep, 43, 52, 40, 
2021-09-21T06:45:00.000+01:00, 2021-09-21T07:15:00.000+01:00, Light sleep, 61, 94, 41, 
2021-09-21T07:15:00.000+01:00, 2021-09-21T07:40:00.000+01:00, Deep sleep, 47, 73, 41, 
2021-09-21T07:40:00.000+01:00, 2021-09-21T08:45:00.000+01:00, Light sleep, 48, 85, 40, 
2021-09-21T08:45:00.000+01:00, 2021-09-21T09:08:00.000+01:00, Deep sleep, null
2021-09-21T09:08:00.000+01:00, 2021-09-21T10:04:00.000+01:00, Light sleep, 50, 81, 41, 
2021-09-21T10:04:00.000+01:00, 2021-09-21T10:39:00.000+01:00, Deep sleep, 46, 51, 41, 
2021-09-21T10:39:00.000+01:00, 2021-09-21T11:18:00.000+01:00, Light sleep, 55, 94, 41, 
2021-09-22T02:07:00.000+01:00, 2021-09-22T02:20:00.000+01:00, Light sleep, 71, 85, 57, 
2021-09-22T02:20:00.000+01:00, 2021-09-22T02:44:00.000+01:00, Deep sleep, 46, 50, 44, 
2021-09-22T02:44:00.000+01:00, 2021-09-22T02:52:00.000+01:00, Light sleep, 48, 56, 44, 
2021-09-22T02:52:00.000+01:00, 2021-09-22T03:07:00.000+01:00, Deep sleep, 46, 49, 44, 
2021-09-22T03:07:00.000+01:00, 2021-09-22T04:08:00.000+01:00, Light sleep, 51, 74, 45, 
2021-09-22T04:08:00.000+01:00, 2021-09-22T04:54:00.000+01:00, Deep sleep, 48, 53, 45, 
2021-09-22T04:54:00.000+01:00, 2021-09-22T05:46:00.000+01:00, Light sleep, 55, 78, 42, 
2021-09-22T05:46:00.000+01:00, 2021-09-22T06:36:00.000+01:00, Deep sleep, 48, 55, 47, 
2021-09-22T06:36:00.000+01:00, 2021-09-22T07:15:00.000+01:00, Light sleep, 59, 75, 40, 
2021-09-22T07:15:00.000+01:00, 2021-09-22T07:29:00.000+01:00, Deep sleep, 49, 58, 48, 
2021-09-22T07:29:00.000+01:00, 2021-09-22T09:40:00.000+01:00, Light sleep, 55, 94, 40, 
2021-09-22T09:40:00.000+01:00, 2021-09-22T09:54:00.000+01:00, Deep sleep, 45, 47, 44, 
2021-09-22T09:54:00.000+01:00, 2021-09-22T10:23:00.000+01:00, Light sleep, 54, 79, 40, 
2021-09-23T03:55:00.000+01:00, 2021-09-23T04:19:00.000+01:00, Light sleep, 58, 75, 48, 
2021-09-23T04:19:00.000+01:00, 2021-09-23T04:28:00.000+01:00, Deep sleep, 51, 70, 47, 
2021-09-23T04:28:00.000+01:00, 2021-09-23T04:42:00.000+01:00, Light sleep, 56, 75, 48, 
2021-09-23T04:42:00.000+01:00, 2021-09-23T04:52:00.000+01:00, Deep sleep, 55, 57, 55, 
2021-09-23T04:52:00.000+01:00, 2021-09-23T05:22:00.000+01:00, Light sleep, 59, 90, 52, 
2021-09-23T05:22:00.000+01:00, 2021-09-23T06:04:00.000+01:00, Deep sleep, 54, 59, 48, 
2021-09-23T06:04:00.000+01:00, 2021-09-23T06:18:00.000+01:00, Light sleep, 61, 92, 54, 
2021-09-23T06:18:00.000+01:00, 2021-09-23T06:36:00.000+01:00, Deep sleep, 56, 59, 55, 
2021-09-23T06:36:00.000+01:00, 2021-09-23T07:38:00.000+01:00, Light sleep, 61, 86, 49, 
2021-09-23T07:38:00.000+01:00, 2021-09-23T07:51:00.000+01:00, Deep sleep, 57, 64, 55, 
2021-09-23T07:51:00.000+01:00, 2021-09-23T09:31:00.000+01:00, Light sleep, 58, 79, 47, 
2021-09-23T09:31:00.000+01:00, 2021-09-23T09:56:00.000+01:00, Deep sleep, 53, 73, 48, 
2021-09-23T09:56:00.000+01:00, 2021-09-23T10:14:00.000+01:00, Light sleep, 57, 85, 48, 
2021-09-23T10:14:00.000+01:00, 2021-09-23T10:26:00.000+01:00, Deep sleep, 57, 64, 55, 
2021-09-23T10:26:00.000+01:00, 2021-09-23T11:12:00.000+01:00, Light sleep, 62, 94, 47, 
2021-09-23T11:12:00.000+01:00, 2021-09-23T11:26:00.000+01:00, Deep sleep, 54, 55, 54, 
2021-09-23T11:26:00.000+01:00, 2021-09-23T11:28:00.000+01:00, Light sleep, 55, 55, 55, 
2021-09-24T01:16:00.000+01:00, 2021-09-24T04:50:00.000+01:00, Light sleep, 58, 94, 48, 
2021-09-24T04:50:00.000+01:00, 2021-09-24T05:57:00.000+01:00, Deep sleep, 49, 64, 44, 
2021-09-24T05:57:00.000+01:00, 2021-09-24T07:02:00.000+01:00, Light sleep, 56, 78, 41, 
2021-09-24T07:02:00.000+01:00, 2021-09-24T07:43:00.000+01:00, Deep sleep, 47, 49, 46, 
2021-09-24T07:43:00.000+01:00, 2021-09-24T08:51:00.000+01:00, Light sleep, 57, 85, 40, 
2021-09-24T08:51:00.000+01:00, 2021-09-24T09:45:00.000+01:00, Deep sleep, 52, 56, 46, 
2021-09-24T09:45:00.000+01:00, 2021-09-24T09:47:00.000+01:00, Light sleep, 47, 47, 47, 
2021-09-25T02:06:00.000+01:00, 2021-09-25T03:10:00.000+01:00, Light sleep, 60, 94, 47, 
2021-09-25T03:10:00.000+01:00, 2021-09-25T03:23:00.000+01:00, Deep sleep, 49, 50, 48, 
2021-09-25T03:23:00.000+01:00, 2021-09-25T04:18:00.000+01:00, Light sleep, 54, 94, 47, 
2021-09-25T04:18:00.000+01:00, 2021-09-25T04:38:00.000+01:00, Deep sleep, 48, 51, 47, 
2021-09-25T04:38:00.000+01:00, 2021-09-25T06:39:00.000+01:00, Light sleep, 52, 78, 40, 
2021-09-25T06:39:00.000+01:00, 2021-09-25T07:24:00.000+01:00, Deep sleep, 47, 49, 46, 
2021-09-25T07:24:00.000+01:00, 2021-09-25T07:47:00.000+01:00, Light sleep, 57, 75, 42, 
2021-09-25T07:47:00.000+01:00, 2021-09-25T08:56:00.000+01:00, Deep sleep, 48, 59, 41, 
2021-09-25T08:56:00.000+01:00, 2021-09-25T10:56:00.000+01:00, Light sleep, 52, 94, 41, 
2021-09-26T04:45:00.000+01:00, 2021-09-26T05:07:00.000+01:00, Light sleep, 62, 93, 55, 
2021-09-26T05:07:00.000+01:00, 2021-09-26T05:17:00.000+01:00, Deep sleep, 56, 59, 56, 
2021-09-26T05:17:00.000+01:00, 2021-09-26T05:36:00.000+01:00, Light sleep, 59, 65, 55, 
2021-09-26T05:36:00.000+01:00, 2021-09-26T05:52:00.000+01:00, Deep sleep, 64, 76, 59, 
2021-09-26T05:52:00.000+01:00, 2021-09-26T06:03:00.000+01:00, Light sleep, 75, 88, 63, 
2021-09-26T06:03:00.000+01:00, 2021-09-26T06:24:00.000+01:00, Deep sleep, 62, 71, 59, 
2021-09-26T06:24:00.000+01:00, 2021-09-26T06:35:00.000+01:00, Light sleep, 68, 73, 66, 
2021-09-26T06:35:00.000+01:00, 2021-09-26T06:59:00.000+01:00, Deep sleep, 73, 75, 71, 
2021-09-26T06:59:00.000+01:00, 2021-09-26T07:30:00.000+01:00, Light sleep, 65, 72, 59, 
2021-09-26T07:30:00.000+01:00, 2021-09-26T07:51:00.000+01:00, Deep sleep, 58, 61, 57, 
2021-09-26T07:51:00.000+01:00, 2021-09-26T08:16:00.000+01:00, Light sleep, 65, 84, 55, 
2021-09-26T08:16:00.000+01:00, 2021-09-26T08:37:00.000+01:00, Deep sleep, null
2021-09-26T08:37:00.000+01:00, 2021-09-26T09:36:00.000+01:00, Light sleep, 67, 93, 48, 
2021-09-26T09:36:00.000+01:00, 2021-09-26T09:48:00.000+01:00, Deep sleep, 60, 75, 51, 
2021-09-26T09:48:00.000+01:00, 2021-09-26T10:02:00.000+01:00, Light sleep, 62, 78, 48, 
2021-09-26T10:02:00.000+01:00, 2021-09-26T10:13:00.000+01:00, Deep sleep, 53, 64, 48, 
2021-09-26T10:13:00.000+01:00, 2021-09-26T11:00:00.000+01:00, Light sleep, 60, 93, 49, 
2021-09-27T03:08:00.000+01:00, 2021-09-27T03:30:00.000+01:00, Light sleep, 60, 76, 48, 
2021-09-27T03:30:00.000+01:00, 2021-09-27T04:36:00.000+01:00, Deep sleep, 47, 51, 45, 
2021-09-27T04:36:00.000+01:00, 2021-09-27T05:23:00.000+01:00, Light sleep, 57, 76, 47, 
2021-09-27T05:23:00.000+01:00, 2021-09-27T06:07:00.000+01:00, Deep sleep, 47, 49, 44, 
2021-09-27T06:07:00.000+01:00, 2021-09-27T06:20:00.000+01:00, Light sleep, 47, 51, 42, 
2021-09-27T06:20:00.000+01:00, 2021-09-27T06:31:00.000+01:00, Deep sleep, 47, 55, 42, 
2021-09-27T06:31:00.000+01:00, 2021-09-27T07:19:00.000+01:00, Light sleep, 56, 86, 40, 
2021-09-27T07:19:00.000+01:00, 2021-09-27T07:49:00.000+01:00, Deep sleep, 49, 53, 46, 
2021-09-27T07:49:00.000+01:00, 2021-09-27T08:49:00.000+01:00, Light sleep, 58, 91, 42, 
2021-09-27T08:49:00.000+01:00, 2021-09-27T09:34:00.000+01:00, Deep sleep, 48, 55, 46, 
2021-09-27T09:34:00.000+01:00, 2021-09-27T11:00:00.000+01:00, Light sleep, 57, 94, 43, 
2021-09-28T01:34:00.000+01:00, 2021-09-28T01:36:00.000+01:00, Light sleep, null
2021-09-28T01:36:00.000+01:00, 2021-09-28T01:50:00.000+01:00, Deep sleep, 47, 49, 47, 
2021-09-28T01:50:00.000+01:00, 2021-09-28T01:56:00.000+01:00, Light sleep, 49, 49, 49, 
2021-09-28T01:56:00.000+01:00, 2021-09-28T02:10:00.000+01:00, Deep sleep, 47, 48, 47, 
2021-09-28T02:10:00.000+01:00, 2021-09-28T04:06:00.000+01:00, Light sleep, 54, 85, 40, 
2021-09-28T04:06:00.000+01:00, 2021-09-28T05:06:00.000+01:00, Deep sleep, 47, 55, 44, 
2021-09-28T05:06:00.000+01:00, 2021-09-28T05:53:00.000+01:00, Light sleep, 51, 70, 42, 
2021-09-28T05:53:00.000+01:00, 2021-09-28T06:03:00.000+01:00, Deep sleep, 48, 55, 47, 
2021-09-28T06:03:00.000+01:00, 2021-09-28T09:49:00.000+01:00, Light sleep, 54, 94, 40, 
2021-09-28T09:49:00.000+01:00, 2021-09-28T10:01:00.000+01:00, Deep sleep, 47, 48, 45, 
2021-09-28T10:01:00.000+01:00, 2021-09-28T10:26:00.000+01:00, Light sleep, 59, 84, 42, 
2021-09-28T10:26:00.000+01:00, 2021-09-28T11:27:00.000+01:00, Awake (during sleep cycle), 73, 106, 48, 
2021-09-28T11:27:00.000+01:00, 2021-09-28T11:48:00.000+01:00, Light sleep, 80, 94, 75, 
2021-09-29T00:44:00.000+01:00, 2021-09-29T01:39:00.000+01:00, Light sleep, 65, 79, 48, 
2021-09-29T01:39:00.000+01:00, 2021-09-29T02:19:00.000+01:00, Deep sleep, 49, 56, 47, 
2021-09-29T02:19:00.000+01:00, 2021-09-29T03:09:00.000+01:00, Light sleep, 58, 76, 46, 
2021-09-29T03:09:00.000+01:00, 2021-09-29T03:19:00.000+01:00, Deep sleep, 48, 50, 48, 
2021-09-29T03:19:00.000+01:00, 2021-09-29T03:35:00.000+01:00, Light sleep, 54, 95, 48, 
2021-09-29T03:35:00.000+01:00, 2021-09-29T04:03:00.000+01:00, Deep sleep, 47, 48, 45, 
2021-09-29T04:03:00.000+01:00, 2021-09-29T06:09:00.000+01:00, Light sleep, 51, 75, 41, 
2021-09-29T06:09:00.000+01:00, 2021-09-29T06:23:00.000+01:00, Deep sleep, 47, 49, 44, 
2021-09-29T06:23:00.000+01:00, 2021-09-29T08:18:00.000+01:00, Light sleep, 51, 75, 40, 
2021-09-29T08:18:00.000+01:00, 2021-09-29T08:31:00.000+01:00, Deep sleep, 44, 55, 41, 
2021-09-29T08:31:00.000+01:00, 2021-09-29T09:37:00.000+01:00, Light sleep, 50, 78, 40, 
2021-09-30T02:34:00.000+01:00, 2021-09-30T02:56:00.000+01:00, Deep sleep, 48, 52, 47, 
2021-09-30T02:56:00.000+01:00, 2021-09-30T03:10:00.000+01:00, Light sleep, 56, 75, 48, 
