Begin,End,Activity,HRmean,HRmax,HRmin
2021-05-26T23:56:00.000+01:00, 2021-05-27T01:50:00.000+01:00, Light sleep, 64, 94, 55, 
2021-05-27T01:50:00.000+01:00, 2021-05-27T02:01:00.000+01:00, Deep sleep, 55, 58, 55, 
2021-05-27T02:01:00.000+01:00, 2021-05-27T02:36:00.000+01:00, Light sleep, 59, 78, 55, 
2021-05-27T02:36:00.000+01:00, 2021-05-27T03:01:00.000+01:00, Deep sleep, 54, 57, 53, 
2021-05-27T03:01:00.000+01:00, 2021-05-27T03:28:00.000+01:00, Light sleep, 66, 76, 48, 
2021-05-27T03:28:00.000+01:00, 2021-05-27T03:39:00.000+01:00, Deep sleep, 50, 52, 48, 
2021-05-27T03:39:00.000+01:00, 2021-05-27T04:08:00.000+01:00, Light sleep, 59, 78, 48, 
2021-05-27T04:08:00.000+01:00, 2021-05-27T04:17:00.000+01:00, Deep sleep, 50, 55, 47, 
2021-05-27T04:17:00.000+01:00, 2021-05-27T05:45:00.000+01:00, Light sleep, 57, 93, 48, 
2021-05-27T05:45:00.000+01:00, 2021-05-27T05:58:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-05-27T05:58:00.000+01:00, 2021-05-27T06:11:00.000+01:00, Light sleep, 59, 69, 49, 
2021-05-27T06:11:00.000+01:00, 2021-05-27T06:21:00.000+01:00, Deep sleep, 47, 53, 42, 
2021-05-27T06:21:00.000+01:00, 2021-05-27T06:41:00.000+01:00, Light sleep, 58, 73, 48, 
2021-05-27T06:41:00.000+01:00, 2021-05-27T06:49:00.000+01:00, Deep sleep, 50, 52, 48, 
2021-05-27T06:49:00.000+01:00, 2021-05-27T07:22:00.000+01:00, Light sleep, 60, 75, 47, 
2021-05-27T07:22:00.000+01:00, 2021-05-27T07:36:00.000+01:00, Deep sleep, 56, 59, 55, 
2021-05-27T07:36:00.000+01:00, 2021-05-27T08:09:00.000+01:00, Light sleep, 61, 77, 52, 
2021-05-27T08:09:00.000+01:00, 2021-05-27T08:27:00.000+01:00, Deep sleep, 55, 59, 53, 
2021-05-27T08:27:00.000+01:00, 2021-05-27T08:47:00.000+01:00, Light sleep, 62, 76, 48, 
2021-05-28T01:35:00.000+01:00, 2021-05-28T02:01:00.000+01:00, Light sleep, 51, 65, 47, 
2021-05-28T02:01:00.000+01:00, 2021-05-28T02:35:00.000+01:00, Deep sleep, 49, 60, 47, 
2021-05-28T02:35:00.000+01:00, 2021-05-28T02:54:00.000+01:00, Light sleep, 53, 75, 47, 
2021-05-28T02:54:00.000+01:00, 2021-05-28T03:23:00.000+01:00, Deep sleep, 51, 55, 48, 
2021-05-28T03:23:00.000+01:00, 2021-05-28T04:20:00.000+01:00, Light sleep, 55, 84, 45, 
2021-05-28T04:20:00.000+01:00, 2021-05-28T05:18:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-05-28T05:18:00.000+01:00, 2021-05-28T06:05:00.000+01:00, Light sleep, 57, 93, 48, 
2021-05-28T06:05:00.000+01:00, 2021-05-28T07:02:00.000+01:00, Deep sleep, 49, 55, 47, 
2021-05-28T07:02:00.000+01:00, 2021-05-28T08:40:00.000+01:00, Light sleep, 60, 76, 48, 
2021-05-29T02:18:00.000+01:00, 2021-05-29T03:09:00.000+01:00, Light sleep, 61, 94, 48, 
2021-05-29T03:09:00.000+01:00, 2021-05-29T03:34:00.000+01:00, Deep sleep, 52, 56, 48, 
2021-05-29T03:34:00.000+01:00, 2021-05-29T03:58:00.000+01:00, Light sleep, 55, 74, 48, 
2021-05-29T03:58:00.000+01:00, 2021-05-29T04:41:00.000+01:00, Deep sleep, 50, 59, 48, 
2021-05-29T04:41:00.000+01:00, 2021-05-29T05:25:00.000+01:00, Light sleep, 54, 76, 47, 
2021-05-29T05:25:00.000+01:00, 2021-05-29T06:11:00.000+01:00, Deep sleep, 49, 55, 46, 
2021-05-29T06:11:00.000+01:00, 2021-05-29T06:49:00.000+01:00, Light sleep, 64, 75, 45, 
2021-05-29T06:49:00.000+01:00, 2021-05-29T07:01:00.000+01:00, Deep sleep, 49, 56, 47, 
2021-05-29T07:01:00.000+01:00, 2021-05-29T07:58:00.000+01:00, Light sleep, 55, 78, 48, 
2021-05-29T07:58:00.000+01:00, 2021-05-29T08:08:00.000+01:00, Deep sleep, 54, 56, 53, 
2021-05-29T08:08:00.000+01:00, 2021-05-29T08:49:00.000+01:00, Light sleep, 58, 78, 48, 
2021-05-29T08:49:00.000+01:00, 2021-05-29T09:01:00.000+01:00, Deep sleep, 50, 52, 48, 
2021-05-29T09:01:00.000+01:00, 2021-05-29T09:13:00.000+01:00, Light sleep, 73, 86, 48, 
2021-05-30T01:30:00.000+01:00, 2021-05-30T04:44:00.000+01:00, Light sleep, 57, 78, 47, 
2021-05-30T04:44:00.000+01:00, 2021-05-30T05:45:00.000+01:00, Deep sleep, 48, 62, 47, 
2021-05-30T05:45:00.000+01:00, 2021-05-30T05:55:00.000+01:00, Light sleep, 55, 75, 48, 
2021-05-30T05:55:00.000+01:00, 2021-05-30T06:04:00.000+01:00, Deep sleep, 48, 51, 48, 
2021-05-30T06:04:00.000+01:00, 2021-05-30T06:17:00.000+01:00, Light sleep, 59, 78, 48, 
2021-05-30T06:17:00.000+01:00, 2021-05-30T07:09:00.000+01:00, Deep sleep, 48, 50, 47, 
2021-05-30T07:09:00.000+01:00, 2021-05-30T08:19:00.000+01:00, Light sleep, 57, 94, 45, 
2021-05-30T08:19:00.000+01:00, 2021-05-30T08:32:00.000+01:00, Deep sleep, 51, 55, 48, 
2021-05-30T08:32:00.000+01:00, 2021-05-30T08:47:00.000+01:00, Light sleep, 62, 71, 54, 
2021-05-31T00:18:00.000+01:00, 2021-05-31T00:58:00.000+01:00, Light sleep, 53, 75, 45, 
2021-05-31T00:58:00.000+01:00, 2021-05-31T01:26:00.000+01:00, Deep sleep, 48, 50, 46, 
2021-05-31T01:26:00.000+01:00, 2021-05-31T02:14:00.000+01:00, Light sleep, 53, 79, 47, 
2021-05-31T02:14:00.000+01:00, 2021-05-31T02:27:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-05-31T02:27:00.000+01:00, 2021-05-31T02:38:00.000+01:00, Light sleep, 58, 93, 48, 
2021-05-31T02:38:00.000+01:00, 2021-05-31T02:53:00.000+01:00, Deep sleep, 49, 55, 48, 
2021-05-31T02:53:00.000+01:00, 2021-05-31T03:04:00.000+01:00, Light sleep, 52, 61, 48, 
2021-05-31T03:04:00.000+01:00, 2021-05-31T03:18:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-05-31T03:18:00.000+01:00, 2021-05-31T05:33:00.000+01:00, Light sleep, 55, 80, 48, 
2021-05-31T05:33:00.000+01:00, 2021-05-31T05:51:00.000+01:00, Deep sleep, 48, 50, 48, 
2021-05-31T05:51:00.000+01:00, 2021-05-31T06:05:00.000+01:00, Light sleep, 58, 86, 47, 
2021-05-31T06:05:00.000+01:00, 2021-05-31T06:19:00.000+01:00, Deep sleep, 48, 55, 48, 
2021-05-31T06:19:00.000+01:00, 2021-05-31T07:05:00.000+01:00, Light sleep, 59, 93, 47, 
2021-05-31T07:05:00.000+01:00, 2021-05-31T07:31:00.000+01:00, Deep sleep, 47, 49, 44, 
2021-05-31T07:31:00.000+01:00, 2021-05-31T08:24:00.000+01:00, Light sleep, 55, 77, 41, 
2021-05-31T08:24:00.000+01:00, 2021-05-31T08:55:00.000+01:00, Deep sleep, 48, 55, 47, 
2021-05-31T08:55:00.000+01:00, 2021-05-31T08:57:00.000+01:00, Light sleep, 55, 55, 55, 
2021-05-31T23:19:00.000+01:00, 2021-06-01T01:14:00.000+01:00, Light sleep, 62, 103, 52, 
2021-06-01T01:14:00.000+01:00, 2021-06-01T01:25:00.000+01:00, Deep sleep, 53, 55, 52, 
2021-06-01T01:25:00.000+01:00, 2021-06-01T02:06:00.000+01:00, Light sleep, 58, 76, 48, 
2021-06-01T02:06:00.000+01:00, 2021-06-01T02:58:00.000+01:00, Deep sleep, 76, 94, 59, 
2021-06-01T02:58:00.000+01:00, 2021-06-01T03:44:00.000+01:00, Light sleep, 58, 85, 48, 
2021-06-01T03:44:00.000+01:00, 2021-06-01T04:14:00.000+01:00, Deep sleep, 64, 74, 55, 
2021-06-01T04:14:00.000+01:00, 2021-06-01T04:56:00.000+01:00, Light sleep, 50, 78, 48, 
2021-06-01T04:56:00.000+01:00, 2021-06-01T05:23:00.000+01:00, Deep sleep, 49, 52, 48, 
2021-06-01T05:23:00.000+01:00, 2021-06-01T05:33:00.000+01:00, Light sleep, 47, 48, 47, 
2021-06-01T05:33:00.000+01:00, 2021-06-01T05:54:00.000+01:00, Deep sleep, 49, 55, 47, 
2021-06-01T05:54:00.000+01:00, 2021-06-01T06:43:00.000+01:00, Light sleep, 55, 77, 48, 
2021-06-01T06:43:00.000+01:00, 2021-06-01T07:02:00.000+01:00, Deep sleep, 58, 64, 55, 
2021-06-01T07:02:00.000+01:00, 2021-06-01T07:12:00.000+01:00, Light sleep, 48, 49, 48, 
2021-06-01T07:12:00.000+01:00, 2021-06-01T07:38:00.000+01:00, Deep sleep, 51, 53, 47, 
2021-06-01T07:38:00.000+01:00, 2021-06-01T08:36:00.000+01:00, Light sleep, 55, 77, 48, 
2021-06-02T01:04:00.000+01:00, 2021-06-02T01:41:00.000+01:00, Light sleep, 58, 75, 51, 
2021-06-02T01:41:00.000+01:00, 2021-06-02T02:44:00.000+01:00, Deep sleep, 54, 58, 48, 
2021-06-02T02:44:00.000+01:00, 2021-06-02T04:03:00.000+01:00, Light sleep, 60, 76, 48, 
2021-06-02T04:03:00.000+01:00, 2021-06-02T04:32:00.000+01:00, Deep sleep, 49, 56, 48, 
2021-06-02T04:32:00.000+01:00, 2021-06-02T06:20:00.000+01:00, Light sleep, 58, 85, 48, 
2021-06-02T06:20:00.000+01:00, 2021-06-02T06:38:00.000+01:00, Deep sleep, 45, 48, 40, 
2021-06-02T06:38:00.000+01:00, 2021-06-02T06:58:00.000+01:00, Light sleep, 54, 69, 47, 
2021-06-02T06:58:00.000+01:00, 2021-06-02T07:19:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-06-02T07:19:00.000+01:00, 2021-06-02T08:18:00.000+01:00, Light sleep, 59, 84, 43, 
2021-06-02T08:18:00.000+01:00, 2021-06-02T08:32:00.000+01:00, Deep sleep, null
2021-06-02T08:32:00.000+01:00, 2021-06-02T08:44:00.000+01:00, Light sleep, 59, 63, 55, 
2021-06-03T03:58:00.000+01:00, 2021-06-03T04:44:00.000+01:00, Light sleep, 55, 75, 48, 
2021-06-03T04:44:00.000+01:00, 2021-06-03T05:25:00.000+01:00, Deep sleep, 49, 55, 47, 
2021-06-03T05:25:00.000+01:00, 2021-06-03T06:43:00.000+01:00, Light sleep, 55, 78, 47, 
2021-06-03T06:43:00.000+01:00, 2021-06-03T07:23:00.000+01:00, Deep sleep, 50, 55, 47, 
2021-06-03T07:23:00.000+01:00, 2021-06-03T08:23:00.000+01:00, Light sleep, 59, 93, 48, 
2021-06-04T00:49:00.000+01:00, 2021-06-04T01:17:00.000+01:00, Light sleep, 65, 75, 61, 
2021-06-04T01:17:00.000+01:00, 2021-06-04T01:29:00.000+01:00, Deep sleep, 59, 61, 58, 
2021-06-04T01:29:00.000+01:00, 2021-06-04T01:49:00.000+01:00, Light sleep, 71, 75, 61, 
2021-06-04T01:49:00.000+01:00, 2021-06-04T02:10:00.000+01:00, Deep sleep, 70, 70, 70, 
2021-06-04T02:10:00.000+01:00, 2021-06-04T02:26:00.000+01:00, Light sleep, 59, 59, 59, 
2021-06-04T02:26:00.000+01:00, 2021-06-04T02:43:00.000+01:00, Deep sleep, 62, 94, 54, 
2021-06-04T02:43:00.000+01:00, 2021-06-04T02:57:00.000+01:00, Light sleep, 70, 81, 58, 
2021-06-04T02:57:00.000+01:00, 2021-06-04T03:34:00.000+01:00, Deep sleep, 59, 74, 54, 
2021-06-04T03:34:00.000+01:00, 2021-06-04T04:16:00.000+01:00, Light sleep, 67, 106, 55, 
2021-06-04T04:16:00.000+01:00, 2021-06-04T04:41:00.000+01:00, Deep sleep, 56, 64, 55, 
2021-06-04T04:41:00.000+01:00, 2021-06-04T04:51:00.000+01:00, Light sleep, 63, 85, 55, 
2021-06-04T04:51:00.000+01:00, 2021-06-04T05:12:00.000+01:00, Deep sleep, 62, 75, 55, 
2021-06-04T05:12:00.000+01:00, 2021-06-04T05:58:00.000+01:00, Light sleep, 63, 109, 48, 
2021-06-04T05:58:00.000+01:00, 2021-06-04T06:13:00.000+01:00, Deep sleep, 53, 55, 49, 
2021-06-04T06:13:00.000+01:00, 2021-06-04T06:39:00.000+01:00, Light sleep, 57, 91, 48, 
2021-06-04T06:39:00.000+01:00, 2021-06-04T06:49:00.000+01:00, Deep sleep, 49, 59, 48, 
2021-06-04T06:49:00.000+01:00, 2021-06-04T07:39:00.000+01:00, Light sleep, 56, 94, 48, 
2021-06-04T07:39:00.000+01:00, 2021-06-04T07:57:00.000+01:00, Deep sleep, 56, 75, 54, 
2021-06-04T07:57:00.000+01:00, 2021-06-04T08:49:00.000+01:00, Light sleep, 56, 78, 47, 
2021-06-05T02:30:00.000+01:00, 2021-06-05T02:57:00.000+01:00, Light sleep, 57, 75, 48, 
2021-06-05T02:57:00.000+01:00, 2021-06-05T03:21:00.000+01:00, Deep sleep, 48, 51, 48, 
2021-06-05T03:21:00.000+01:00, 2021-06-05T04:16:00.000+01:00, Light sleep, 53, 77, 47, 
2021-06-05T04:16:00.000+01:00, 2021-06-05T04:33:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-06-05T04:33:00.000+01:00, 2021-06-05T04:50:00.000+01:00, Light sleep, 54, 59, 48, 
2021-06-05T04:50:00.000+01:00, 2021-06-05T05:08:00.000+01:00, Deep sleep, 49, 55, 48, 
2021-06-05T05:08:00.000+01:00, 2021-06-05T05:53:00.000+01:00, Light sleep, 57, 75, 48, 
2021-06-05T05:53:00.000+01:00, 2021-06-05T06:24:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-06-05T06:24:00.000+01:00, 2021-06-05T07:17:00.000+01:00, Light sleep, 59, 76, 47, 
2021-06-05T07:17:00.000+01:00, 2021-06-05T07:28:00.000+01:00, Deep sleep, 48, 48, 48, 
2021-06-05T07:28:00.000+01:00, 2021-06-05T08:41:00.000+01:00, Light sleep, 56, 75, 48, 
2021-06-05T08:41:00.000+01:00, 2021-06-05T09:04:00.000+01:00, Deep sleep, 53, 55, 50, 
2021-06-05T09:04:00.000+01:00, 2021-06-05T09:23:00.000+01:00, Light sleep, 87, 93, 85, 
2021-06-06T03:03:00.000+01:00, 2021-06-06T05:15:00.000+01:00, Light sleep, 62, 93, 48, 
2021-06-06T05:15:00.000+01:00, 2021-06-06T05:38:00.000+01:00, Deep sleep, 55, 59, 53, 
2021-06-06T05:38:00.000+01:00, 2021-06-06T06:01:00.000+01:00, Light sleep, 68, 92, 48, 
2021-06-06T06:01:00.000+01:00, 2021-06-06T06:37:00.000+01:00, Deep sleep, 58, 63, 54, 
2021-06-06T06:37:00.000+01:00, 2021-06-06T06:48:00.000+01:00, Light sleep, 56, 56, 56, 
2021-06-06T06:48:00.000+01:00, 2021-06-06T07:12:00.000+01:00, Deep sleep, null
2021-06-06T07:12:00.000+01:00, 2021-06-06T07:28:00.000+01:00, Light sleep, 67, 75, 59, 
2021-06-06T07:28:00.000+01:00, 2021-06-06T07:52:00.000+01:00, Deep sleep, 58, 75, 55, 
2021-06-06T07:52:00.000+01:00, 2021-06-06T08:02:00.000+01:00, Light sleep, 65, 78, 48, 
2021-06-06T08:02:00.000+01:00, 2021-06-06T08:22:00.000+01:00, Deep sleep, 57, 75, 55, 
2021-06-06T08:22:00.000+01:00, 2021-06-06T09:14:00.000+01:00, Light sleep, 58, 78, 48, 
2021-06-06T09:14:00.000+01:00, 2021-06-06T09:34:00.000+01:00, Deep sleep, 56, 79, 49, 
2021-06-06T09:34:00.000+01:00, 2021-06-06T10:14:00.000+01:00, Light sleep, 65, 108, 55, 
2021-06-07T04:31:00.000+01:00, 2021-06-07T04:34:00.000+01:00, Light sleep, null
2021-06-07T04:34:00.000+01:00, 2021-06-07T05:06:00.000+01:00, Deep sleep, 48, 51, 47, 
2021-06-07T05:06:00.000+01:00, 2021-06-07T05:49:00.000+01:00, Light sleep, 53, 78, 42, 
2021-06-07T05:49:00.000+01:00, 2021-06-07T06:49:00.000+01:00, Deep sleep, 48, 50, 47, 
2021-06-07T06:49:00.000+01:00, 2021-06-07T08:35:00.000+01:00, Light sleep, 53, 94, 41, 
2021-06-07T08:35:00.000+01:00, 2021-06-07T08:37:00.000+01:00, Awake (during sleep cycle), 48, 48, 48, 
2021-06-07T08:37:00.000+01:00, 2021-06-07T08:39:00.000+01:00, Light sleep, 54, 54, 54, 
2021-06-07T08:39:00.000+01:00, 2021-06-07T08:54:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-06-07T08:54:00.000+01:00, 2021-06-07T09:36:00.000+01:00, Light sleep, 51, 74, 48, 
2021-06-08T03:00:00.000+01:00, 2021-06-08T03:45:00.000+01:00, Light sleep, 59, 74, 53, 
2021-06-08T03:45:00.000+01:00, 2021-06-08T04:24:00.000+01:00, Deep sleep, 54, 58, 49, 
2021-06-08T04:24:00.000+01:00, 2021-06-08T05:25:00.000+01:00, Light sleep, 58, 75, 48, 
2021-06-08T05:25:00.000+01:00, 2021-06-08T05:39:00.000+01:00, Deep sleep, 51, 53, 48, 
2021-06-08T05:39:00.000+01:00, 2021-06-08T05:53:00.000+01:00, Light sleep, 59, 81, 53, 
2021-06-08T05:53:00.000+01:00, 2021-06-08T06:05:00.000+01:00, Deep sleep, 55, 57, 54, 
2021-06-08T06:05:00.000+01:00, 2021-06-08T07:07:00.000+01:00, Light sleep, 64, 78, 48, 
2021-06-08T07:07:00.000+01:00, 2021-06-08T08:00:00.000+01:00, Deep sleep, 49, 56, 48, 
2021-06-08T08:00:00.000+01:00, 2021-06-08T08:13:00.000+01:00, Light sleep, 48, 49, 48, 
2021-06-08T08:13:00.000+01:00, 2021-06-08T08:32:00.000+01:00, Deep sleep, 49, 51, 48, 
2021-06-08T08:32:00.000+01:00, 2021-06-08T09:01:00.000+01:00, Light sleep, 61, 75, 48, 
2021-06-08T09:01:00.000+01:00, 2021-06-08T09:13:00.000+01:00, Deep sleep, 50, 54, 49, 
2021-06-08T09:13:00.000+01:00, 2021-06-08T09:56:00.000+01:00, Light sleep, 59, 77, 48, 
2021-06-08T09:56:00.000+01:00, 2021-06-08T10:05:00.000+01:00, Deep sleep, 51, 55, 49, 
2021-06-08T10:05:00.000+01:00, 2021-06-08T10:33:00.000+01:00, Light sleep, 61, 79, 47, 
2021-06-08T10:33:00.000+01:00, 2021-06-08T11:07:00.000+01:00, Awake (during sleep cycle), 81, 104, 55, 
2021-06-08T11:07:00.000+01:00, 2021-06-08T11:41:00.000+01:00, Light sleep, 68, 75, 55, 
2021-06-08T11:41:00.000+01:00, 2021-06-08T11:45:00.000+01:00, Awake (during sleep cycle), 80, 86, 75, 
2021-06-08T11:45:00.000+01:00, 2021-06-08T11:50:00.000+01:00, Light sleep, 79, 93, 55, 
2021-06-08T11:50:00.000+01:00, 2021-06-08T12:48:00.000+01:00, Awake (during sleep cycle), 78, 124, 68, 
2021-06-08T12:48:00.000+01:00, 2021-06-08T13:18:00.000+01:00, Light sleep, 75, 86, 70, 
2021-06-09T00:24:00.000+01:00, 2021-06-09T00:48:00.000+01:00, Light sleep, 80, 86, 76, 
2021-06-09T00:48:00.000+01:00, 2021-06-09T01:05:00.000+01:00, Deep sleep, 73, 78, 67, 
2021-06-09T01:05:00.000+01:00, 2021-06-09T01:15:00.000+01:00, Light sleep, 66, 72, 63, 
2021-06-09T01:15:00.000+01:00, 2021-06-09T02:00:00.000+01:00, Deep sleep, 64, 68, 61, 
2021-06-09T02:00:00.000+01:00, 2021-06-09T02:25:00.000+01:00, Light sleep, 64, 71, 55, 
2021-06-09T02:25:00.000+01:00, 2021-06-09T02:37:00.000+01:00, Deep sleep, 58, 60, 57, 
2021-06-09T02:37:00.000+01:00, 2021-06-09T02:47:00.000+01:00, Light sleep, 67, 80, 58, 
2021-06-09T02:47:00.000+01:00, 2021-06-09T03:26:00.000+01:00, Deep sleep, 64, 64, 64, 
2021-06-09T03:26:00.000+01:00, 2021-06-09T03:48:00.000+01:00, Light sleep, 50, 50, 50, 
2021-06-09T03:48:00.000+01:00, 2021-06-09T04:12:00.000+01:00, Deep sleep, 56, 61, 55, 
2021-06-09T04:12:00.000+01:00, 2021-06-09T04:30:00.000+01:00, Light sleep, 68, 78, 55, 
2021-06-09T04:30:00.000+01:00, 2021-06-09T04:40:00.000+01:00, Deep sleep, 67, 75, 59, 
2021-06-09T04:40:00.000+01:00, 2021-06-09T05:10:00.000+01:00, Light sleep, 58, 92, 44, 
2021-06-09T05:10:00.000+01:00, 2021-06-09T05:52:00.000+01:00, Deep sleep, 60, 65, 55, 
2021-06-09T05:52:00.000+01:00, 2021-06-09T06:47:00.000+01:00, Light sleep, 66, 75, 55, 
2021-06-09T06:47:00.000+01:00, 2021-06-09T07:09:00.000+01:00, Deep sleep, 57, 64, 55, 
2021-06-09T07:09:00.000+01:00, 2021-06-09T07:19:00.000+01:00, Light sleep, 62, 75, 55, 
2021-06-09T07:19:00.000+01:00, 2021-06-09T07:29:00.000+01:00, Deep sleep, null
2021-06-09T07:29:00.000+01:00, 2021-06-09T07:57:00.000+01:00, Light sleep, 63, 74, 55, 
2021-06-09T07:57:00.000+01:00, 2021-06-09T08:23:00.000+01:00, Deep sleep, 58, 76, 54, 
2021-06-09T08:23:00.000+01:00, 2021-06-09T08:34:00.000+01:00, Light sleep, 62, 75, 55, 
2021-06-09T08:34:00.000+01:00, 2021-06-09T08:45:00.000+01:00, Deep sleep, 60, 64, 55, 
2021-06-09T08:45:00.000+01:00, 2021-06-09T09:08:00.000+01:00, Light sleep, 66, 78, 58, 
2021-06-10T00:26:00.000+01:00, 2021-06-10T01:01:00.000+01:00, Light sleep, 61, 78, 49, 
2021-06-10T01:01:00.000+01:00, 2021-06-10T01:48:00.000+01:00, Deep sleep, 55, 59, 48, 
2021-06-10T01:48:00.000+01:00, 2021-06-10T02:38:00.000+01:00, Light sleep, 58, 79, 48, 
2021-06-10T02:38:00.000+01:00, 2021-06-10T03:19:00.000+01:00, Deep sleep, 55, 57, 53, 
2021-06-10T03:19:00.000+01:00, 2021-06-10T04:09:00.000+01:00, Light sleep, 57, 78, 48, 
2021-06-10T04:09:00.000+01:00, 2021-06-10T04:19:00.000+01:00, Deep sleep, 50, 52, 48, 
2021-06-10T04:19:00.000+01:00, 2021-06-10T04:27:00.000+01:00, Light sleep, 51, 55, 47, 
2021-06-10T04:27:00.000+01:00, 2021-06-10T04:41:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-06-10T04:41:00.000+01:00, 2021-06-10T05:08:00.000+01:00, Light sleep, 68, 85, 54, 
2021-06-10T05:08:00.000+01:00, 2021-06-10T05:18:00.000+01:00, Deep sleep, null
2021-06-10T05:18:00.000+01:00, 2021-06-10T05:54:00.000+01:00, Light sleep, 59, 76, 48, 
2021-06-10T05:54:00.000+01:00, 2021-06-10T06:25:00.000+01:00, Deep sleep, 53, 56, 52, 
2021-06-10T06:25:00.000+01:00, 2021-06-10T06:34:00.000+01:00, Light sleep, 58, 71, 49, 
2021-06-10T06:34:00.000+01:00, 2021-06-10T06:48:00.000+01:00, Deep sleep, 53, 56, 49, 
2021-06-10T06:48:00.000+01:00, 2021-06-10T07:01:00.000+01:00, Light sleep, 55, 66, 47, 
2021-06-10T07:01:00.000+01:00, 2021-06-10T07:17:00.000+01:00, Deep sleep, 49, 53, 48, 
2021-06-10T07:17:00.000+01:00, 2021-06-10T09:14:00.000+01:00, Light sleep, 56, 81, 47, 
2021-06-11T00:01:00.000+01:00, 2021-06-11T00:45:00.000+01:00, Light sleep, 62, 78, 48, 
2021-06-11T00:45:00.000+01:00, 2021-06-11T01:13:00.000+01:00, Deep sleep, 51, 55, 47, 
2021-06-11T01:13:00.000+01:00, 2021-06-11T01:39:00.000+01:00, Light sleep, 54, 77, 46, 
2021-06-11T01:39:00.000+01:00, 2021-06-11T01:55:00.000+01:00, Deep sleep, 51, 55, 48, 
2021-06-11T01:55:00.000+01:00, 2021-06-11T02:12:00.000+01:00, Light sleep, 52, 59, 48, 
2021-06-11T02:12:00.000+01:00, 2021-06-11T02:26:00.000+01:00, Deep sleep, 49, 56, 47, 
2021-06-11T02:26:00.000+01:00, 2021-06-11T02:58:00.000+01:00, Light sleep, 52, 75, 47, 
2021-06-11T02:58:00.000+01:00, 2021-06-11T03:17:00.000+01:00, Deep sleep, 48, 49, 47, 
2021-06-11T03:17:00.000+01:00, 2021-06-11T04:05:00.000+01:00, Light sleep, 56, 75, 47, 
2021-06-11T04:05:00.000+01:00, 2021-06-11T04:14:00.000+01:00, Deep sleep, 50, 55, 48, 
2021-06-11T04:14:00.000+01:00, 2021-06-11T04:57:00.000+01:00, Light sleep, 57, 76, 47, 
2021-06-11T04:57:00.000+01:00, 2021-06-11T05:12:00.000+01:00, Deep sleep, 49, 54, 47, 
2021-06-11T05:12:00.000+01:00, 2021-06-11T05:49:00.000+01:00, Light sleep, 52, 59, 48, 
2021-06-11T05:49:00.000+01:00, 2021-06-11T06:15:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-06-11T06:15:00.000+01:00, 2021-06-11T06:34:00.000+01:00, Light sleep, 57, 93, 48, 
2021-06-11T06:34:00.000+01:00, 2021-06-11T06:59:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-06-11T06:59:00.000+01:00, 2021-06-11T07:55:00.000+01:00, Light sleep, 57, 78, 47, 
2021-06-11T07:55:00.000+01:00, 2021-06-11T08:14:00.000+01:00, Deep sleep, 49, 52, 48, 
2021-06-11T08:14:00.000+01:00, 2021-06-11T08:52:00.000+01:00, Light sleep, 51, 78, 47, 
2021-06-12T00:37:00.000+01:00, 2021-06-12T01:05:00.000+01:00, Light sleep, 59, 67, 52, 
2021-06-12T01:05:00.000+01:00, 2021-06-12T01:25:00.000+01:00, Deep sleep, 54, 59, 52, 
2021-06-12T01:25:00.000+01:00, 2021-06-12T01:40:00.000+01:00, Light sleep, 55, 75, 48, 
2021-06-12T01:40:00.000+01:00, 2021-06-12T01:53:00.000+01:00, Deep sleep, 51, 56, 48, 
2021-06-12T01:53:00.000+01:00, 2021-06-12T02:22:00.000+01:00, Light sleep, 60, 76, 48, 
2021-06-12T02:22:00.000+01:00, 2021-06-12T02:47:00.000+01:00, Deep sleep, 51, 59, 48, 
2021-06-12T02:47:00.000+01:00, 2021-06-12T03:05:00.000+01:00, Light sleep, 55, 75, 48, 
2021-06-12T03:05:00.000+01:00, 2021-06-12T03:19:00.000+01:00, Deep sleep, 49, 54, 47, 
2021-06-12T03:19:00.000+01:00, 2021-06-12T03:34:00.000+01:00, Light sleep, 53, 74, 48, 
2021-06-12T03:34:00.000+01:00, 2021-06-12T04:01:00.000+01:00, Deep sleep, 50, 57, 48, 
2021-06-12T04:01:00.000+01:00, 2021-06-12T04:12:00.000+01:00, Light sleep, 58, 73, 48, 
2021-06-12T04:12:00.000+01:00, 2021-06-12T04:21:00.000+01:00, Deep sleep, 48, 49, 48, 
2021-06-12T04:21:00.000+01:00, 2021-06-12T05:32:00.000+01:00, Light sleep, 64, 78, 47, 
2021-06-12T05:32:00.000+01:00, 2021-06-12T05:42:00.000+01:00, Deep sleep, 48, 50, 48, 
2021-06-12T05:42:00.000+01:00, 2021-06-12T06:22:00.000+01:00, Light sleep, 56, 78, 48, 
