Begin,End,Activity,HRmean,HRmax,HRmin
2022-02-18T09:29:00.000Z, 2022-02-18T10:16:00.000Z, Light sleep, 64, 94, 48, 
2022-02-19T00:10:00.000Z, 2022-02-19T00:47:00.000Z, Light sleep, 67, 86, 54, 
2022-02-19T00:47:00.000Z, 2022-02-19T01:30:00.000Z, Deep sleep, 50, 59, 48, 
2022-02-19T01:30:00.000Z, 2022-02-19T01:41:00.000Z, Light sleep, 50, 53, 48, 
2022-02-19T01:41:00.000Z, 2022-02-19T01:51:00.000Z, Deep sleep, null
2022-02-19T01:51:00.000Z, 2022-02-19T02:02:00.000Z, Light sleep, 56, 56, 56, 
2022-02-19T02:02:00.000Z, 2022-02-19T02:47:00.000Z, Deep sleep, 52, 63, 47, 
2022-02-19T02:47:00.000Z, 2022-02-19T02:57:00.000Z, Light sleep, 50, 55, 48, 
2022-02-19T02:57:00.000Z, 2022-02-19T03:16:00.000Z, Deep sleep, 49, 51, 48, 
2022-02-19T03:16:00.000Z, 2022-02-19T04:25:00.000Z, Light sleep, 52, 76, 44, 
2022-02-19T04:25:00.000Z, 2022-02-19T05:17:00.000Z, Deep sleep, null
2022-02-19T05:17:00.000Z, 2022-02-19T06:08:00.000Z, Light sleep, 54, 94, 41, 
2022-02-19T06:08:00.000Z, 2022-02-19T06:42:00.000Z, Deep sleep, 48, 64, 42, 
2022-02-19T06:42:00.000Z, 2022-02-19T06:55:00.000Z, Light sleep, 54, 75, 48, 
2022-02-19T06:55:00.000Z, 2022-02-19T07:07:00.000Z, Deep sleep, 64, 77, 55, 
2022-02-19T07:07:00.000Z, 2022-02-19T07:29:00.000Z, Light sleep, 56, 78, 48, 
2022-02-19T07:29:00.000Z, 2022-02-19T07:49:00.000Z, Deep sleep, 47, 49, 40, 
2022-02-19T07:49:00.000Z, 2022-02-19T10:11:00.000Z, Light sleep, 54, 94, 45, 
2022-02-20T01:37:00.000Z, 2022-02-20T01:50:00.000Z, Light sleep, 60, 78, 48, 
2022-02-20T01:50:00.000Z, 2022-02-20T02:03:00.000Z, Deep sleep, 51, 54, 49, 
2022-02-20T02:03:00.000Z, 2022-02-20T02:14:00.000Z, Light sleep, 48, 49, 48, 
2022-02-20T02:14:00.000Z, 2022-02-20T02:38:00.000Z, Deep sleep, 48, 50, 47, 
2022-02-20T02:38:00.000Z, 2022-02-20T02:48:00.000Z, Light sleep, 59, 94, 48, 
2022-02-20T02:48:00.000Z, 2022-02-20T03:01:00.000Z, Deep sleep, 48, 55, 47, 
2022-02-20T03:01:00.000Z, 2022-02-20T03:11:00.000Z, Light sleep, 53, 55, 50, 
2022-02-20T03:11:00.000Z, 2022-02-20T03:42:00.000Z, Deep sleep, 51, 75, 45, 
2022-02-20T03:42:00.000Z, 2022-02-20T03:52:00.000Z, Light sleep, 58, 73, 48, 
2022-02-20T03:52:00.000Z, 2022-02-20T04:15:00.000Z, Deep sleep, 48, 51, 48, 
2022-02-20T04:15:00.000Z, 2022-02-20T04:25:00.000Z, Light sleep, 48, 49, 48, 
2022-02-20T04:25:00.000Z, 2022-02-20T04:42:00.000Z, Deep sleep, 48, 50, 48, 
2022-02-20T04:42:00.000Z, 2022-02-20T05:09:00.000Z, Light sleep, 57, 75, 48, 
2022-02-20T05:09:00.000Z, 2022-02-20T05:37:00.000Z, Deep sleep, 48, 49, 47, 
2022-02-20T05:37:00.000Z, 2022-02-20T05:48:00.000Z, Light sleep, 44, 44, 44, 
2022-02-20T05:48:00.000Z, 2022-02-20T06:02:00.000Z, Deep sleep, 47, 48, 46, 
2022-02-20T06:02:00.000Z, 2022-02-20T06:12:00.000Z, Light sleep, 58, 76, 48, 
2022-02-20T06:12:00.000Z, 2022-02-20T06:30:00.000Z, Deep sleep, 47, 49, 41, 
2022-02-20T06:30:00.000Z, 2022-02-20T09:32:00.000Z, Light sleep, 54, 93, 40, 
2022-02-20T23:57:00.000Z, 2022-02-21T01:31:00.000Z, Light sleep, 62, 90, 55, 
2022-02-21T01:31:00.000Z, 2022-02-21T01:53:00.000Z, Deep sleep, 56, 59, 53, 
2022-02-21T01:53:00.000Z, 2022-02-21T04:01:00.000Z, Light sleep, 59, 79, 48, 
2022-02-21T04:01:00.000Z, 2022-02-21T04:21:00.000Z, Deep sleep, 56, 60, 53, 
2022-02-21T04:21:00.000Z, 2022-02-21T05:04:00.000Z, Light sleep, 60, 77, 48, 
2022-02-21T05:04:00.000Z, 2022-02-21T05:13:00.000Z, Deep sleep, 54, 56, 51, 
2022-02-21T05:13:00.000Z, 2022-02-21T06:28:00.000Z, Light sleep, 55, 75, 46, 
2022-02-21T22:15:00.000Z, 2022-02-21T22:25:00.000Z, Light sleep, 63, 71, 56, 
2022-02-21T22:25:00.000Z, 2022-02-21T23:00:00.000Z, Deep sleep, 55, 76, 48, 
2022-02-21T23:00:00.000Z, 2022-02-21T23:10:00.000Z, Light sleep, 56, 73, 48, 
2022-02-21T23:10:00.000Z, 2022-02-21T23:24:00.000Z, Deep sleep, 53, 56, 48, 
2022-02-21T23:24:00.000Z, 2022-02-21T23:50:00.000Z, Light sleep, 56, 70, 48, 
2022-02-21T23:50:00.000Z, 2022-02-22T00:24:00.000Z, Deep sleep, 51, 55, 47, 
2022-02-22T00:24:00.000Z, 2022-02-22T01:07:00.000Z, Light sleep, 53, 74, 48, 
2022-02-22T01:07:00.000Z, 2022-02-22T01:35:00.000Z, Deep sleep, 50, 55, 47, 
2022-02-22T01:35:00.000Z, 2022-02-22T01:45:00.000Z, Light sleep, 46, 48, 42, 
2022-02-22T01:45:00.000Z, 2022-02-22T02:16:00.000Z, Deep sleep, 48, 51, 45, 
2022-02-22T02:16:00.000Z, 2022-02-22T02:39:00.000Z, Light sleep, 52, 76, 46, 
2022-02-22T02:39:00.000Z, 2022-02-22T03:20:00.000Z, Deep sleep, null
2022-02-22T03:20:00.000Z, 2022-02-22T04:11:00.000Z, Light sleep, 55, 76, 47, 
2022-02-22T04:11:00.000Z, 2022-02-22T05:15:00.000Z, Deep sleep, 48, 54, 44, 
2022-02-22T05:15:00.000Z, 2022-02-22T06:27:00.000Z, Light sleep, 58, 94, 47, 
2022-02-22T06:27:00.000Z, 2022-02-22T06:37:00.000Z, Deep sleep, 54, 57, 49, 
2022-02-22T06:37:00.000Z, 2022-02-22T06:47:00.000Z, Light sleep, 55, 56, 55, 
2022-02-22T06:47:00.000Z, 2022-02-22T07:09:00.000Z, Deep sleep, 53, 59, 47, 
2022-02-22T07:09:00.000Z, 2022-02-22T08:04:00.000Z, Light sleep, 52, 76, 45, 
2022-02-23T00:44:00.000Z, 2022-02-23T03:23:00.000Z, Light sleep, 65, 94, 55, 
2022-02-23T03:23:00.000Z, 2022-02-23T03:42:00.000Z, Deep sleep, 58, 79, 53, 
2022-02-23T03:42:00.000Z, 2022-02-23T05:12:00.000Z, Light sleep, 63, 78, 53, 
2022-02-23T05:12:00.000Z, 2022-02-23T05:22:00.000Z, Deep sleep, 56, 59, 54, 
2022-02-23T05:22:00.000Z, 2022-02-23T06:16:00.000Z, Light sleep, 61, 115, 53, 
2022-02-23T06:16:00.000Z, 2022-02-23T06:25:00.000Z, Deep sleep, 51, 55, 48, 
2022-02-23T06:25:00.000Z, 2022-02-23T07:13:00.000Z, Light sleep, 59, 76, 48, 
2022-02-23T07:13:00.000Z, 2022-02-23T07:21:00.000Z, Deep sleep, 56, 59, 54, 
2022-02-23T07:21:00.000Z, 2022-02-23T07:30:00.000Z, Light sleep, 56, 64, 50, 
2022-02-23T07:30:00.000Z, 2022-02-23T07:44:00.000Z, Deep sleep, 55, 56, 55, 
2022-02-23T07:44:00.000Z, 2022-02-23T08:13:00.000Z, Light sleep, 63, 76, 53, 
2022-02-24T04:14:00.000Z, 2022-02-24T06:43:00.000Z, Light sleep, 74, 86, 63, 
2022-02-24T06:43:00.000Z, 2022-02-24T06:52:00.000Z, Deep sleep, 70, 74, 69, 
2022-02-24T06:52:00.000Z, 2022-02-24T07:00:00.000Z, Light sleep, 67, 70, 63, 
2022-02-24T07:00:00.000Z, 2022-02-24T07:10:00.000Z, Deep sleep, 70, 72, 69, 
2022-02-24T07:10:00.000Z, 2022-02-24T08:30:00.000Z, Light sleep, 75, 98, 67, 
2022-02-24T23:12:00.000Z, 2022-02-24T23:49:00.000Z, Light sleep, 65, 95, 48, 
2022-02-24T23:49:00.000Z, 2022-02-25T00:19:00.000Z, Deep sleep, 49, 55, 48, 
2022-02-25T00:19:00.000Z, 2022-02-25T01:43:00.000Z, Light sleep, 61, 93, 48, 
2022-02-25T01:43:00.000Z, 2022-02-25T02:37:00.000Z, Deep sleep, 50, 56, 46, 
2022-02-25T02:37:00.000Z, 2022-02-25T02:55:00.000Z, Light sleep, 53, 59, 48, 
2022-02-25T02:55:00.000Z, 2022-02-25T03:57:00.000Z, Deep sleep, 51, 61, 47, 
2022-02-25T03:57:00.000Z, 2022-02-25T04:57:00.000Z, Light sleep, 56, 75, 45, 
2022-02-25T04:57:00.000Z, 2022-02-25T05:43:00.000Z, Deep sleep, 50, 56, 45, 
2022-02-25T05:43:00.000Z, 2022-02-25T07:09:00.000Z, Light sleep, 55, 86, 45, 
2022-02-25T07:09:00.000Z, 2022-02-25T07:24:00.000Z, Deep sleep, 50, 55, 48, 
2022-02-25T07:24:00.000Z, 2022-02-25T07:30:00.000Z, Light sleep, 53, 55, 49, 
2022-02-25T07:30:00.000Z, 2022-02-25T07:39:00.000Z, Deep sleep, 51, 55, 48, 
2022-02-25T07:39:00.000Z, 2022-02-25T09:25:00.000Z, Light sleep, 59, 92, 46, 
2022-02-25T23:51:00.000Z, 2022-02-25T23:53:00.000Z, Light sleep, 51, 51, 51, 
2022-02-25T23:53:00.000Z, 2022-02-26T00:13:00.000Z, Deep sleep, 48, 49, 48, 
2022-02-26T00:13:00.000Z, 2022-02-26T00:39:00.000Z, Light sleep, 54, 85, 45, 
2022-02-26T00:39:00.000Z, 2022-02-26T01:00:00.000Z, Deep sleep, 48, 50, 46, 
2022-02-26T01:00:00.000Z, 2022-02-26T01:58:00.000Z, Light sleep, 53, 77, 48, 
2022-02-26T01:58:00.000Z, 2022-02-26T02:33:00.000Z, Deep sleep, 48, 55, 48, 
2022-02-26T02:33:00.000Z, 2022-02-26T02:49:00.000Z, Light sleep, 55, 76, 41, 
2022-02-26T02:49:00.000Z, 2022-02-26T03:07:00.000Z, Deep sleep, 48, 49, 48, 
2022-02-26T03:07:00.000Z, 2022-02-26T04:05:00.000Z, Light sleep, 58, 79, 40, 
2022-02-26T04:05:00.000Z, 2022-02-26T04:40:00.000Z, Deep sleep, 48, 50, 47, 
2022-02-26T04:40:00.000Z, 2022-02-26T05:17:00.000Z, Light sleep, 57, 76, 48, 
2022-02-26T05:17:00.000Z, 2022-02-26T06:03:00.000Z, Deep sleep, 48, 50, 46, 
2022-02-26T06:03:00.000Z, 2022-02-26T07:14:00.000Z, Light sleep, 53, 94, 47, 
2022-02-26T07:14:00.000Z, 2022-02-26T07:30:00.000Z, Deep sleep, 47, 48, 47, 
2022-02-26T07:30:00.000Z, 2022-02-26T08:45:00.000Z, Light sleep, 53, 75, 47, 
2022-02-26T08:45:00.000Z, 2022-02-26T09:05:00.000Z, Deep sleep, 48, 49, 48, 
2022-02-26T09:05:00.000Z, 2022-02-26T09:55:00.000Z, Light sleep, 57, 75, 48, 
2022-02-27T01:25:00.000Z, 2022-02-27T01:29:00.000Z, Light sleep, 56, 56, 56, 
2022-02-27T01:29:00.000Z, 2022-02-27T02:08:00.000Z, Deep sleep, 47, 50, 43, 
2022-02-27T02:08:00.000Z, 2022-02-27T02:53:00.000Z, Light sleep, 57, 77, 47, 
2022-02-27T02:53:00.000Z, 2022-02-27T03:25:00.000Z, Deep sleep, 48, 50, 47, 
2022-02-27T03:25:00.000Z, 2022-02-27T03:44:00.000Z, Light sleep, 55, 75, 48, 
2022-02-27T03:44:00.000Z, 2022-02-27T03:57:00.000Z, Deep sleep, 47, 49, 47, 
2022-02-27T03:57:00.000Z, 2022-02-27T04:32:00.000Z, Light sleep, 55, 76, 45, 
2022-02-27T04:32:00.000Z, 2022-02-27T05:29:00.000Z, Deep sleep, 47, 53, 44, 
2022-02-27T05:29:00.000Z, 2022-02-27T05:59:00.000Z, Light sleep, 58, 74, 48, 
2022-02-27T05:59:00.000Z, 2022-02-27T06:07:00.000Z, Deep sleep, 48, 49, 48, 
2022-02-27T06:07:00.000Z, 2022-02-27T06:35:00.000Z, Light sleep, 52, 75, 44, 
2022-02-27T06:35:00.000Z, 2022-02-27T07:20:00.000Z, Deep sleep, 49, 55, 45, 
2022-02-27T07:20:00.000Z, 2022-02-27T08:28:00.000Z, Light sleep, 56, 80, 46, 
2022-02-27T08:28:00.000Z, 2022-02-27T08:37:00.000Z, Deep sleep, 47, 48, 47, 
2022-02-27T08:37:00.000Z, 2022-02-27T10:02:00.000Z, Light sleep, 57, 94, 41, 
2022-02-28T00:24:00.000Z, 2022-02-28T01:13:00.000Z, Light sleep, 67, 84, 55, 
2022-02-28T01:13:00.000Z, 2022-02-28T01:25:00.000Z, Deep sleep, 55, 57, 54, 
2022-02-28T01:25:00.000Z, 2022-02-28T01:32:00.000Z, Light sleep, 54, 56, 54, 
2022-02-28T01:32:00.000Z, 2022-02-28T01:46:00.000Z, Deep sleep, 56, 59, 55, 
2022-02-28T01:46:00.000Z, 2022-02-28T02:52:00.000Z, Light sleep, 63, 81, 55, 
2022-02-28T02:52:00.000Z, 2022-02-28T03:13:00.000Z, Deep sleep, 55, 59, 53, 
2022-02-28T03:13:00.000Z, 2022-02-28T03:54:00.000Z, Light sleep, 61, 86, 48, 
2022-02-28T03:54:00.000Z, 2022-02-28T04:23:00.000Z, Deep sleep, 55, 57, 49, 
2022-02-28T04:23:00.000Z, 2022-02-28T05:05:00.000Z, Light sleep, 61, 94, 48, 
2022-02-28T05:05:00.000Z, 2022-02-28T05:31:00.000Z, Deep sleep, 54, 75, 45, 
2022-02-28T05:31:00.000Z, 2022-02-28T07:37:00.000Z, Light sleep, 65, 94, 47, 
2022-03-01T01:58:00.000Z, 2022-03-01T02:29:00.000Z, Light sleep, 55, 64, 48, 
2022-03-01T02:29:00.000Z, 2022-03-01T03:22:00.000Z, Deep sleep, 51, 59, 48, 
2022-03-01T03:22:00.000Z, 2022-03-01T04:14:00.000Z, Light sleep, 56, 94, 47, 
2022-03-01T04:14:00.000Z, 2022-03-01T04:38:00.000Z, Deep sleep, 51, 59, 48, 
2022-03-01T04:38:00.000Z, 2022-03-01T05:34:00.000Z, Light sleep, 57, 79, 47, 
2022-03-01T05:34:00.000Z, 2022-03-01T05:44:00.000Z, Deep sleep, 49, 50, 48, 
2022-03-01T05:44:00.000Z, 2022-03-01T06:59:00.000Z, Light sleep, 56, 75, 48, 
2022-03-01T06:59:00.000Z, 2022-03-01T07:10:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-01T07:10:00.000Z, 2022-03-01T08:16:00.000Z, Light sleep, 55, 75, 44, 
2022-03-01T08:16:00.000Z, 2022-03-01T08:26:00.000Z, Deep sleep, 52, 55, 50, 
2022-03-01T08:26:00.000Z, 2022-03-01T09:59:00.000Z, Light sleep, 60, 94, 48, 
2022-03-02T00:18:00.000Z, 2022-03-02T00:28:00.000Z, Light sleep, 84, 94, 75, 
2022-03-02T00:28:00.000Z, 2022-03-02T00:47:00.000Z, Deep sleep, 55, 74, 48, 
2022-03-02T00:47:00.000Z, 2022-03-02T00:58:00.000Z, Light sleep, 55, 64, 50, 
2022-03-02T00:58:00.000Z, 2022-03-02T01:28:00.000Z, Deep sleep, 56, 74, 51, 
2022-03-02T01:28:00.000Z, 2022-03-02T01:46:00.000Z, Light sleep, 58, 75, 51, 
2022-03-02T01:46:00.000Z, 2022-03-02T02:02:00.000Z, Deep sleep, 52, 82, 48, 
2022-03-02T02:02:00.000Z, 2022-03-02T02:25:00.000Z, Light sleep, 55, 78, 48, 
2022-03-02T02:25:00.000Z, 2022-03-02T02:54:00.000Z, Deep sleep, 54, 57, 53, 
2022-03-02T02:54:00.000Z, 2022-03-02T03:45:00.000Z, Light sleep, 57, 81, 47, 
2022-03-02T03:45:00.000Z, 2022-03-02T04:05:00.000Z, Deep sleep, 49, 53, 47, 
2022-03-02T04:05:00.000Z, 2022-03-02T04:44:00.000Z, Light sleep, 57, 78, 48, 
2022-03-02T04:44:00.000Z, 2022-03-02T05:03:00.000Z, Deep sleep, null
2022-03-02T05:03:00.000Z, 2022-03-02T07:46:00.000Z, Light sleep, 60, 94, 46, 
2022-03-02T07:46:00.000Z, 2022-03-02T08:08:00.000Z, Deep sleep, 56, 93, 48, 
2022-03-02T08:08:00.000Z, 2022-03-02T09:02:00.000Z, Light sleep, 61, 94, 48, 
2022-03-02T09:02:00.000Z, 2022-03-02T09:14:00.000Z, Deep sleep, 59, 60, 58, 
2022-03-02T09:14:00.000Z, 2022-03-02T09:46:00.000Z, Light sleep, 52, 56, 48, 
2022-03-02T23:35:00.000Z, 2022-03-03T00:29:00.000Z, Light sleep, 71, 95, 54, 
2022-03-03T00:29:00.000Z, 2022-03-03T00:51:00.000Z, Deep sleep, 55, 59, 54, 
2022-03-03T00:51:00.000Z, 2022-03-03T01:05:00.000Z, Light sleep, 61, 75, 50, 
2022-03-03T01:05:00.000Z, 2022-03-03T01:22:00.000Z, Deep sleep, 52, 55, 48, 
2022-03-03T01:22:00.000Z, 2022-03-03T02:26:00.000Z, Light sleep, 60, 79, 48, 
2022-03-03T02:26:00.000Z, 2022-03-03T02:48:00.000Z, Deep sleep, 52, 55, 48, 
2022-03-03T02:48:00.000Z, 2022-03-03T02:58:00.000Z, Light sleep, 61, 93, 48, 
2022-03-03T02:58:00.000Z, 2022-03-03T03:18:00.000Z, Deep sleep, 52, 63, 47, 
2022-03-03T03:18:00.000Z, 2022-03-03T03:40:00.000Z, Light sleep, 59, 76, 48, 
2022-03-03T03:40:00.000Z, 2022-03-03T03:54:00.000Z, Deep sleep, 57, 59, 54, 
2022-03-03T03:54:00.000Z, 2022-03-03T04:20:00.000Z, Light sleep, 60, 75, 48, 
2022-03-03T04:20:00.000Z, 2022-03-03T04:35:00.000Z, Deep sleep, null
2022-03-03T04:35:00.000Z, 2022-03-03T05:25:00.000Z, Light sleep, 63, 94, 48, 
2022-03-03T05:25:00.000Z, 2022-03-03T06:00:00.000Z, Deep sleep, 52, 75, 48, 
2022-03-03T06:00:00.000Z, 2022-03-03T06:16:00.000Z, Light sleep, 57, 75, 48, 
2022-03-03T06:16:00.000Z, 2022-03-03T06:34:00.000Z, Deep sleep, 54, 56, 49, 
2022-03-03T06:34:00.000Z, 2022-03-03T07:38:00.000Z, Light sleep, 59, 81, 47, 
2022-03-03T07:38:00.000Z, 2022-03-03T07:49:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-03T07:49:00.000Z, 2022-03-03T09:09:00.000Z, Light sleep, 58, 94, 47, 
2022-03-04T00:40:00.000Z, 2022-03-04T01:15:00.000Z, Light sleep, 63, 75, 54, 
2022-03-04T01:15:00.000Z, 2022-03-04T01:59:00.000Z, Deep sleep, 52, 60, 48, 
2022-03-04T01:59:00.000Z, 2022-03-04T02:27:00.000Z, Light sleep, 60, 74, 48, 
2022-03-04T02:27:00.000Z, 2022-03-04T02:55:00.000Z, Deep sleep, 55, 60, 52, 
2022-03-04T02:55:00.000Z, 2022-03-04T03:03:00.000Z, Light sleep, 56, 58, 55, 
2022-03-04T03:03:00.000Z, 2022-03-04T03:38:00.000Z, Deep sleep, 55, 58, 51, 
2022-03-04T03:38:00.000Z, 2022-03-04T04:03:00.000Z, Light sleep, 56, 59, 54, 
2022-03-04T04:03:00.000Z, 2022-03-04T04:24:00.000Z, Deep sleep, 55, 61, 51, 
2022-03-04T04:24:00.000Z, 2022-03-04T04:45:00.000Z, Light sleep, 58, 73, 50, 
2022-03-04T04:45:00.000Z, 2022-03-04T05:19:00.000Z, Deep sleep, 55, 57, 53, 
2022-03-04T05:19:00.000Z, 2022-03-04T06:06:00.000Z, Light sleep, 65, 93, 48, 
2022-03-04T06:06:00.000Z, 2022-03-04T06:15:00.000Z, Deep sleep, 54, 55, 54, 
2022-03-04T06:15:00.000Z, 2022-03-04T06:33:00.000Z, Light sleep, 54, 60, 48, 
2022-03-04T06:33:00.000Z, 2022-03-04T07:10:00.000Z, Deep sleep, 53, 60, 48, 
2022-03-04T07:10:00.000Z, 2022-03-04T08:07:00.000Z, Light sleep, 56, 78, 46, 
2022-03-04T08:07:00.000Z, 2022-03-04T08:29:00.000Z, Deep sleep, 50, 55, 47, 
2022-03-04T08:29:00.000Z, 2022-03-04T08:59:00.000Z, Light sleep, 62, 91, 46, 
2022-03-05T05:24:00.000Z, 2022-03-05T05:51:00.000Z, Light sleep, 65, 76, 54, 
2022-03-05T05:51:00.000Z, 2022-03-05T06:37:00.000Z, Deep sleep, 55, 62, 48, 
2022-03-05T06:37:00.000Z, 2022-03-05T07:49:00.000Z, Light sleep, 59, 93, 50, 
2022-03-05T07:49:00.000Z, 2022-03-05T07:57:00.000Z, Deep sleep, 55, 63, 51, 
2022-03-05T07:57:00.000Z, 2022-03-05T08:33:00.000Z, Light sleep, 59, 76, 48, 
2022-03-05T08:33:00.000Z, 2022-03-05T08:41:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-05T08:41:00.000Z, 2022-03-05T08:55:00.000Z, Light sleep, 61, 73, 48, 
2022-03-05T08:55:00.000Z, 2022-03-05T09:06:00.000Z, Deep sleep, 55, 55, 55, 
2022-03-05T09:06:00.000Z, 2022-03-05T09:15:00.000Z, Light sleep, 63, 74, 52, 
2022-03-06T00:21:00.000Z, 2022-03-06T01:14:00.000Z, Light sleep, 59, 75, 48, 
2022-03-06T01:14:00.000Z, 2022-03-06T01:59:00.000Z, Deep sleep, 51, 56, 48, 
2022-03-06T01:59:00.000Z, 2022-03-06T02:23:00.000Z, Light sleep, 62, 75, 48, 
2022-03-06T02:23:00.000Z, 2022-03-06T03:14:00.000Z, Deep sleep, 54, 59, 48, 
2022-03-06T03:14:00.000Z, 2022-03-06T03:24:00.000Z, Light sleep, 60, 79, 48, 
2022-03-06T03:24:00.000Z, 2022-03-06T03:38:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-06T03:38:00.000Z, 2022-03-06T04:22:00.000Z, Light sleep, 57, 85, 47, 
2022-03-06T04:22:00.000Z, 2022-03-06T05:08:00.000Z, Deep sleep, 54, 57, 49, 
2022-03-06T05:08:00.000Z, 2022-03-06T05:23:00.000Z, Light sleep, 64, 78, 54, 
2022-03-06T05:23:00.000Z, 2022-03-06T05:32:00.000Z, Deep sleep, 52, 56, 48, 
2022-03-06T05:32:00.000Z, 2022-03-06T06:00:00.000Z, Light sleep, 59, 76, 48, 
2022-03-06T06:00:00.000Z, 2022-03-06T06:28:00.000Z, Deep sleep, 54, 57, 50, 
2022-03-06T06:28:00.000Z, 2022-03-06T06:52:00.000Z, Light sleep, 54, 75, 48, 
2022-03-06T06:52:00.000Z, 2022-03-06T07:00:00.000Z, Deep sleep, 51, 51, 51, 
2022-03-06T07:00:00.000Z, 2022-03-06T07:58:00.000Z, Light sleep, 59, 85, 45, 
2022-03-06T07:58:00.000Z, 2022-03-06T08:19:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-06T08:19:00.000Z, 2022-03-06T09:36:00.000Z, Light sleep, 64, 94, 48, 
2022-03-07T01:52:00.000Z, 2022-03-07T02:10:00.000Z, Deep sleep, 56, 58, 55, 
2022-03-07T02:10:00.000Z, 2022-03-07T03:49:00.000Z, Light sleep, 60, 94, 53, 
2022-03-07T03:49:00.000Z, 2022-03-07T04:27:00.000Z, Deep sleep, 55, 61, 51, 
2022-03-07T04:27:00.000Z, 2022-03-07T05:15:00.000Z, Light sleep, 57, 78, 49, 
2022-03-07T05:15:00.000Z, 2022-03-07T05:43:00.000Z, Deep sleep, 54, 56, 48, 
2022-03-07T05:43:00.000Z, 2022-03-07T07:15:00.000Z, Light sleep, 59, 87, 48, 
2022-03-07T07:15:00.000Z, 2022-03-07T07:24:00.000Z, Deep sleep, 55, 55, 55, 
2022-03-07T07:24:00.000Z, 2022-03-07T08:00:00.000Z, Light sleep, 58, 71, 55, 
2022-03-08T00:50:00.000Z, 2022-03-08T01:07:00.000Z, Light sleep, 71, 72, 71, 
2022-03-08T01:07:00.000Z, 2022-03-08T01:24:00.000Z, Deep sleep, 64, 67, 63, 
2022-03-08T01:24:00.000Z, 2022-03-08T01:35:00.000Z, Light sleep, 69, 95, 61, 
2022-03-08T01:35:00.000Z, 2022-03-08T01:50:00.000Z, Deep sleep, 66, 74, 61, 
2022-03-08T01:50:00.000Z, 2022-03-08T02:01:00.000Z, Light sleep, 69, 94, 57, 
2022-03-08T02:01:00.000Z, 2022-03-08T02:31:00.000Z, Deep sleep, 69, 75, 59, 
2022-03-08T02:31:00.000Z, 2022-03-08T02:48:00.000Z, Light sleep, 63, 78, 55, 
2022-03-08T02:48:00.000Z, 2022-03-08T03:12:00.000Z, Deep sleep, 58, 75, 54, 
2022-03-08T03:12:00.000Z, 2022-03-08T03:28:00.000Z, Light sleep, 58, 75, 48, 
2022-03-08T03:28:00.000Z, 2022-03-08T03:46:00.000Z, Deep sleep, 55, 59, 48, 
2022-03-08T03:46:00.000Z, 2022-03-08T04:39:00.000Z, Light sleep, 60, 85, 48, 
2022-03-08T04:39:00.000Z, 2022-03-08T05:05:00.000Z, Deep sleep, 55, 78, 50, 
2022-03-08T05:05:00.000Z, 2022-03-08T05:16:00.000Z, Light sleep, 53, 56, 49, 
2022-03-08T05:16:00.000Z, 2022-03-08T05:38:00.000Z, Deep sleep, 54, 59, 50, 
2022-03-08T05:38:00.000Z, 2022-03-08T06:29:00.000Z, Light sleep, 59, 93, 48, 
2022-03-08T06:29:00.000Z, 2022-03-08T06:57:00.000Z, Deep sleep, 57, 57, 57, 
2022-03-08T06:57:00.000Z, 2022-03-08T08:00:00.000Z, Light sleep, 58, 92, 47, 
2022-03-09T00:30:00.000Z, 2022-03-09T01:02:00.000Z, Light sleep, 69, 78, 59, 
2022-03-09T01:02:00.000Z, 2022-03-09T01:17:00.000Z, Deep sleep, 61, 66, 58, 
2022-03-09T01:17:00.000Z, 2022-03-09T01:36:00.000Z, Light sleep, 63, 71, 55, 
2022-03-09T01:36:00.000Z, 2022-03-09T01:45:00.000Z, Deep sleep, 63, 67, 59, 
2022-03-09T01:45:00.000Z, 2022-03-09T03:03:00.000Z, Light sleep, 69, 94, 53, 
2022-03-09T03:03:00.000Z, 2022-03-09T03:21:00.000Z, Deep sleep, 57, 63, 53, 
2022-03-09T03:21:00.000Z, 2022-03-09T05:14:00.000Z, Light sleep, 65, 84, 48, 
2022-03-09T05:14:00.000Z, 2022-03-09T05:45:00.000Z, Deep sleep, 58, 75, 49, 
2022-03-09T05:45:00.000Z, 2022-03-09T06:14:00.000Z, Light sleep, 59, 75, 53, 
2022-03-09T06:14:00.000Z, 2022-03-09T06:25:00.000Z, Deep sleep, 52, 55, 49, 
2022-03-09T06:25:00.000Z, 2022-03-09T08:03:00.000Z, Light sleep, 64, 101, 48, 
2022-03-10T00:18:00.000Z, 2022-03-10T00:52:00.000Z, Light sleep, 64, 76, 55, 
2022-03-10T00:52:00.000Z, 2022-03-10T01:29:00.000Z, Deep sleep, 55, 63, 49, 
2022-03-10T01:29:00.000Z, 2022-03-10T03:50:00.000Z, Light sleep, 63, 94, 48, 
2022-03-10T03:50:00.000Z, 2022-03-10T04:50:00.000Z, Deep sleep, 56, 75, 49, 
2022-03-10T04:50:00.000Z, 2022-03-10T05:31:00.000Z, Light sleep, 63, 94, 47, 
2022-03-10T05:31:00.000Z, 2022-03-10T06:02:00.000Z, Deep sleep, 55, 75, 49, 
