Begin,End,Activity,HRmean,HRmax,HRmin
2022-03-10T06:02:00.000Z, 2022-03-10T07:44:00.000Z, Light sleep, 60, 93, 47, 
2022-03-10T07:44:00.000Z, 2022-03-10T07:52:00.000Z, Deep sleep, 60, 75, 53, 
2022-03-10T07:52:00.000Z, 2022-03-10T11:20:00.000Z, Light sleep, 62, 92, 48, 
2022-03-11T00:45:00.000Z, 2022-03-11T01:22:00.000Z, Light sleep, 64, 78, 55, 
2022-03-11T01:22:00.000Z, 2022-03-11T01:36:00.000Z, Deep sleep, 54, 56, 54, 
2022-03-11T01:36:00.000Z, 2022-03-11T02:54:00.000Z, Light sleep, 61, 83, 47, 
2022-03-11T02:54:00.000Z, 2022-03-11T03:36:00.000Z, Deep sleep, 54, 58, 48, 
2022-03-11T03:36:00.000Z, 2022-03-11T04:29:00.000Z, Light sleep, 56, 75, 48, 
2022-03-11T04:29:00.000Z, 2022-03-11T05:34:00.000Z, Deep sleep, 52, 59, 48, 
2022-03-11T05:34:00.000Z, 2022-03-11T06:32:00.000Z, Light sleep, 55, 91, 47, 
2022-03-11T06:32:00.000Z, 2022-03-11T06:59:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-11T06:59:00.000Z, 2022-03-11T09:52:00.000Z, Light sleep, 55, 75, 48, 
2022-03-12T00:36:00.000Z, 2022-03-12T01:21:00.000Z, Light sleep, 64, 81, 53, 
2022-03-12T01:21:00.000Z, 2022-03-12T01:51:00.000Z, Deep sleep, 53, 76, 48, 
2022-03-12T01:51:00.000Z, 2022-03-12T02:01:00.000Z, Light sleep, 58, 72, 53, 
2022-03-12T02:01:00.000Z, 2022-03-12T02:11:00.000Z, Deep sleep, 54, 74, 48, 
2022-03-12T02:11:00.000Z, 2022-03-12T02:22:00.000Z, Light sleep, 60, 74, 50, 
2022-03-12T02:22:00.000Z, 2022-03-12T02:32:00.000Z, Deep sleep, 53, 55, 53, 
2022-03-12T02:32:00.000Z, 2022-03-12T02:43:00.000Z, Light sleep, 60, 71, 55, 
2022-03-12T02:43:00.000Z, 2022-03-12T03:03:00.000Z, Deep sleep, 60, 71, 55, 
2022-03-12T03:03:00.000Z, 2022-03-12T03:14:00.000Z, Light sleep, 54, 55, 52, 
2022-03-12T03:14:00.000Z, 2022-03-12T03:31:00.000Z, Deep sleep, 55, 56, 55, 
2022-03-12T03:31:00.000Z, 2022-03-12T03:41:00.000Z, Light sleep, 53, 59, 47, 
2022-03-12T03:41:00.000Z, 2022-03-12T04:07:00.000Z, Deep sleep, 53, 57, 47, 
2022-03-12T04:07:00.000Z, 2022-03-12T04:55:00.000Z, Light sleep, 57, 75, 47, 
2022-03-12T04:55:00.000Z, 2022-03-12T05:18:00.000Z, Deep sleep, 59, 75, 52, 
2022-03-12T05:18:00.000Z, 2022-03-12T05:40:00.000Z, Light sleep, 57, 60, 55, 
2022-03-12T05:40:00.000Z, 2022-03-12T05:57:00.000Z, Deep sleep, null
2022-03-12T05:57:00.000Z, 2022-03-12T06:46:00.000Z, Light sleep, 55, 74, 48, 
2022-03-12T06:46:00.000Z, 2022-03-12T06:57:00.000Z, Deep sleep, 54, 59, 51, 
2022-03-12T06:57:00.000Z, 2022-03-12T08:31:00.000Z, Light sleep, 55, 81, 44, 
2022-03-12T08:31:00.000Z, 2022-03-12T08:45:00.000Z, Deep sleep, 57, 61, 51, 
2022-03-12T08:45:00.000Z, 2022-03-12T09:07:00.000Z, Light sleep, 61, 75, 49, 
2022-03-12T09:07:00.000Z, 2022-03-12T09:17:00.000Z, Deep sleep, 59, 75, 53, 
2022-03-12T09:17:00.000Z, 2022-03-12T09:44:00.000Z, Light sleep, 56, 67, 48, 
2022-03-13T00:37:00.000Z, 2022-03-13T01:27:00.000Z, Light sleep, 56, 94, 47, 
2022-03-13T01:27:00.000Z, 2022-03-13T02:11:00.000Z, Deep sleep, 48, 51, 47, 
2022-03-13T02:11:00.000Z, 2022-03-13T03:33:00.000Z, Light sleep, 56, 78, 48, 
2022-03-13T22:01:00.000Z, 2022-03-13T23:33:00.000Z, Light sleep, 71, 94, 55, 
2022-03-13T23:33:00.000Z, 2022-03-13T23:54:00.000Z, Awake (during sleep cycle), 70, 78, 56, 
2022-03-13T23:54:00.000Z, 2022-03-14T00:15:00.000Z, Light sleep, 62, 71, 56, 
2022-03-14T00:15:00.000Z, 2022-03-14T00:37:00.000Z, Deep sleep, 54, 56, 52, 
2022-03-14T00:37:00.000Z, 2022-03-14T00:48:00.000Z, Light sleep, 59, 79, 54, 
2022-03-14T00:48:00.000Z, 2022-03-14T01:29:00.000Z, Deep sleep, 55, 60, 54, 
2022-03-14T01:29:00.000Z, 2022-03-14T02:09:00.000Z, Light sleep, 59, 74, 55, 
2022-03-14T02:09:00.000Z, 2022-03-14T02:30:00.000Z, Deep sleep, 54, 59, 49, 
2022-03-14T02:30:00.000Z, 2022-03-14T06:12:00.000Z, Light sleep, 58, 84, 47, 
2022-03-14T06:12:00.000Z, 2022-03-14T06:22:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-14T06:22:00.000Z, 2022-03-14T06:32:00.000Z, Light sleep, 50, 50, 50, 
2022-03-14T06:32:00.000Z, 2022-03-14T06:59:00.000Z, Deep sleep, 52, 55, 48, 
2022-03-14T06:59:00.000Z, 2022-03-14T08:04:00.000Z, Light sleep, 67, 106, 47, 
2022-03-15T00:03:00.000Z, 2022-03-15T00:30:00.000Z, Light sleep, 69, 71, 68, 
2022-03-15T00:30:00.000Z, 2022-03-15T00:41:00.000Z, Deep sleep, 58, 61, 55, 
2022-03-15T00:41:00.000Z, 2022-03-15T00:51:00.000Z, Light sleep, 64, 72, 58, 
2022-03-15T00:51:00.000Z, 2022-03-15T01:01:00.000Z, Deep sleep, 60, 63, 55, 
2022-03-15T01:01:00.000Z, 2022-03-15T03:00:00.000Z, Light sleep, 62, 94, 53, 
2022-03-15T03:00:00.000Z, 2022-03-15T03:23:00.000Z, Deep sleep, 58, 93, 53, 
2022-03-15T03:23:00.000Z, 2022-03-15T04:36:00.000Z, Light sleep, 63, 79, 49, 
2022-03-15T04:36:00.000Z, 2022-03-15T04:49:00.000Z, Deep sleep, null
2022-03-15T04:49:00.000Z, 2022-03-15T06:37:00.000Z, Light sleep, 57, 94, 48, 
2022-03-15T06:37:00.000Z, 2022-03-15T06:47:00.000Z, Deep sleep, 61, 75, 49, 
2022-03-15T06:47:00.000Z, 2022-03-15T07:25:00.000Z, Light sleep, 61, 91, 48, 
2022-03-16T01:20:00.000Z, 2022-03-16T04:28:00.000Z, Light sleep, 76, 86, 67, 
2022-03-16T04:28:00.000Z, 2022-03-16T04:41:00.000Z, Deep sleep, 68, 73, 64, 
2022-03-16T04:41:00.000Z, 2022-03-16T06:08:00.000Z, Light sleep, 73, 95, 59, 
2022-03-16T06:08:00.000Z, 2022-03-16T06:43:00.000Z, Deep sleep, 68, 75, 56, 
2022-03-16T06:43:00.000Z, 2022-03-16T07:16:00.000Z, Light sleep, 68, 82, 55, 
2022-03-17T01:34:00.000Z, 2022-03-17T01:38:00.000Z, Light sleep, 48, 48, 48, 
2022-03-17T01:38:00.000Z, 2022-03-17T01:49:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-17T01:49:00.000Z, 2022-03-17T02:55:00.000Z, Light sleep, 63, 75, 48, 
2022-03-17T02:55:00.000Z, 2022-03-17T03:50:00.000Z, Deep sleep, 55, 61, 48, 
2022-03-17T03:50:00.000Z, 2022-03-17T04:41:00.000Z, Light sleep, 60, 78, 48, 
2022-03-17T04:41:00.000Z, 2022-03-17T04:52:00.000Z, Deep sleep, 53, 57, 48, 
2022-03-17T04:52:00.000Z, 2022-03-17T06:35:00.000Z, Light sleep, 56, 77, 47, 
2022-03-17T06:35:00.000Z, 2022-03-17T06:51:00.000Z, Deep sleep, 53, 56, 49, 
2022-03-17T06:51:00.000Z, 2022-03-17T07:50:00.000Z, Light sleep, 61, 81, 44, 
2022-03-17T07:50:00.000Z, 2022-03-17T07:59:00.000Z, Deep sleep, 52, 56, 48, 
2022-03-17T07:59:00.000Z, 2022-03-17T08:20:00.000Z, Light sleep, 58, 76, 51, 
2022-03-17T08:20:00.000Z, 2022-03-17T08:29:00.000Z, Deep sleep, 49, 58, 48, 
2022-03-17T08:29:00.000Z, 2022-03-17T09:16:00.000Z, Light sleep, 61, 94, 48, 
2022-03-17T09:16:00.000Z, 2022-03-17T09:27:00.000Z, Deep sleep, 54, 59, 53, 
2022-03-17T09:27:00.000Z, 2022-03-17T09:48:00.000Z, Light sleep, 56, 74, 49, 
2022-03-18T00:13:00.000Z, 2022-03-18T00:50:00.000Z, Light sleep, 62, 75, 55, 
2022-03-18T00:50:00.000Z, 2022-03-18T01:28:00.000Z, Deep sleep, 52, 56, 48, 
2022-03-18T01:28:00.000Z, 2022-03-18T02:32:00.000Z, Light sleep, 55, 66, 48, 
2022-03-18T02:32:00.000Z, 2022-03-18T02:52:00.000Z, Deep sleep, 53, 59, 48, 
2022-03-18T02:52:00.000Z, 2022-03-18T03:36:00.000Z, Light sleep, 60, 79, 48, 
2022-03-18T03:36:00.000Z, 2022-03-18T03:54:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-18T03:54:00.000Z, 2022-03-18T04:06:00.000Z, Light sleep, 54, 75, 48, 
2022-03-18T04:06:00.000Z, 2022-03-18T04:29:00.000Z, Deep sleep, 49, 56, 47, 
2022-03-18T04:29:00.000Z, 2022-03-18T04:57:00.000Z, Light sleep, 55, 78, 47, 
2022-03-18T04:57:00.000Z, 2022-03-18T05:42:00.000Z, Deep sleep, 51, 59, 48, 
2022-03-18T05:42:00.000Z, 2022-03-18T06:07:00.000Z, Light sleep, 58, 75, 48, 
2022-03-18T06:07:00.000Z, 2022-03-18T06:25:00.000Z, Deep sleep, null
2022-03-18T06:25:00.000Z, 2022-03-18T06:53:00.000Z, Light sleep, 63, 94, 48, 
2022-03-18T06:53:00.000Z, 2022-03-18T07:06:00.000Z, Deep sleep, 49, 55, 48, 
2022-03-18T07:06:00.000Z, 2022-03-18T09:33:00.000Z, Light sleep, 55, 85, 41, 
2022-03-18T23:49:00.000Z, 2022-03-19T00:11:00.000Z, Light sleep, 59, 75, 53, 
2022-03-19T00:11:00.000Z, 2022-03-19T01:01:00.000Z, Deep sleep, 51, 55, 47, 
2022-03-19T01:01:00.000Z, 2022-03-19T03:12:00.000Z, Light sleep, 56, 78, 47, 
2022-03-19T03:12:00.000Z, 2022-03-19T03:33:00.000Z, Deep sleep, 50, 59, 48, 
2022-03-19T03:33:00.000Z, 2022-03-19T04:45:00.000Z, Light sleep, 52, 76, 48, 
2022-03-19T04:45:00.000Z, 2022-03-19T05:07:00.000Z, Deep sleep, 50, 59, 45, 
2022-03-19T05:07:00.000Z, 2022-03-19T06:08:00.000Z, Light sleep, 56, 76, 44, 
2022-03-19T06:08:00.000Z, 2022-03-19T06:39:00.000Z, Deep sleep, 50, 55, 48, 
2022-03-19T06:39:00.000Z, 2022-03-19T07:35:00.000Z, Light sleep, 54, 75, 48, 
2022-03-19T07:35:00.000Z, 2022-03-19T07:54:00.000Z, Deep sleep, 49, 52, 48, 
2022-03-19T07:54:00.000Z, 2022-03-19T09:08:00.000Z, Light sleep, 55, 92, 47, 
2022-03-20T00:11:00.000Z, 2022-03-20T00:25:00.000Z, Light sleep, 56, 64, 48, 
2022-03-20T00:25:00.000Z, 2022-03-20T01:02:00.000Z, Deep sleep, 50, 74, 47, 
2022-03-20T01:02:00.000Z, 2022-03-20T01:12:00.000Z, Light sleep, 54, 76, 47, 
2022-03-20T01:12:00.000Z, 2022-03-20T01:23:00.000Z, Deep sleep, 48, 50, 48, 
2022-03-20T01:23:00.000Z, 2022-03-20T02:07:00.000Z, Light sleep, 50, 55, 47, 
2022-03-20T02:07:00.000Z, 2022-03-20T02:35:00.000Z, Deep sleep, 65, 75, 55, 
2022-03-20T02:35:00.000Z, 2022-03-20T03:16:00.000Z, Light sleep, 53, 85, 48, 
2022-03-20T03:16:00.000Z, 2022-03-20T03:51:00.000Z, Deep sleep, 49, 75, 48, 
2022-03-20T03:51:00.000Z, 2022-03-20T04:02:00.000Z, Light sleep, 54, 59, 48, 
2022-03-20T04:02:00.000Z, 2022-03-20T04:12:00.000Z, Deep sleep, 50, 53, 48, 
2022-03-20T04:12:00.000Z, 2022-03-20T05:12:00.000Z, Light sleep, 52, 75, 44, 
2022-03-20T05:12:00.000Z, 2022-03-20T05:40:00.000Z, Deep sleep, 51, 56, 47, 
2022-03-20T05:40:00.000Z, 2022-03-20T05:56:00.000Z, Light sleep, 53, 76, 48, 
2022-03-20T05:56:00.000Z, 2022-03-20T06:10:00.000Z, Deep sleep, 49, 75, 44, 
2022-03-20T06:10:00.000Z, 2022-03-20T07:15:00.000Z, Light sleep, 55, 85, 47, 
2022-03-20T07:15:00.000Z, 2022-03-20T07:29:00.000Z, Deep sleep, 61, 61, 61, 
2022-03-20T07:29:00.000Z, 2022-03-20T07:40:00.000Z, Light sleep, 50, 51, 49, 
2022-03-21T01:04:00.000Z, 2022-03-21T01:26:00.000Z, Light sleep, 50, 71, 47, 
2022-03-21T01:26:00.000Z, 2022-03-21T01:57:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-21T01:57:00.000Z, 2022-03-21T02:08:00.000Z, Light sleep, 56, 94, 48, 
2022-03-21T02:08:00.000Z, 2022-03-21T02:46:00.000Z, Deep sleep, null
2022-03-21T02:46:00.000Z, 2022-03-21T03:31:00.000Z, Light sleep, 55, 75, 47, 
2022-03-21T03:31:00.000Z, 2022-03-21T03:44:00.000Z, Deep sleep, 49, 55, 48, 
2022-03-21T03:44:00.000Z, 2022-03-21T03:55:00.000Z, Light sleep, 48, 49, 48, 
2022-03-21T03:55:00.000Z, 2022-03-21T04:14:00.000Z, Deep sleep, 52, 77, 48, 
2022-03-21T04:14:00.000Z, 2022-03-21T04:57:00.000Z, Light sleep, 56, 92, 48, 
2022-03-21T04:57:00.000Z, 2022-03-21T05:19:00.000Z, Deep sleep, 48, 55, 47, 
2022-03-21T05:19:00.000Z, 2022-03-21T05:30:00.000Z, Light sleep, 55, 81, 48, 
2022-03-21T05:30:00.000Z, 2022-03-21T05:58:00.000Z, Deep sleep, null
2022-03-21T05:58:00.000Z, 2022-03-21T06:47:00.000Z, Light sleep, 56, 75, 48, 
2022-03-21T06:47:00.000Z, 2022-03-21T07:01:00.000Z, Deep sleep, 48, 56, 47, 
2022-03-21T07:01:00.000Z, 2022-03-21T07:12:00.000Z, Light sleep, 64, 75, 53, 
2022-03-21T07:12:00.000Z, 2022-03-21T07:27:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-21T07:27:00.000Z, 2022-03-21T08:04:00.000Z, Light sleep, 60, 94, 47, 
2022-03-21T23:33:00.000Z, 2022-03-22T00:26:00.000Z, Light sleep, 62, 76, 55, 
2022-03-22T00:26:00.000Z, 2022-03-22T00:40:00.000Z, Deep sleep, 54, 54, 54, 
2022-03-22T00:40:00.000Z, 2022-03-22T00:48:00.000Z, Light sleep, null
2022-03-22T00:48:00.000Z, 2022-03-22T01:19:00.000Z, Deep sleep, 55, 56, 55, 
2022-03-22T01:19:00.000Z, 2022-03-22T01:45:00.000Z, Light sleep, 55, 55, 55, 
2022-03-22T01:45:00.000Z, 2022-03-22T02:05:00.000Z, Deep sleep, 51, 55, 48, 
2022-03-22T02:05:00.000Z, 2022-03-22T02:30:00.000Z, Light sleep, 55, 55, 55, 
2022-03-22T02:30:00.000Z, 2022-03-22T02:46:00.000Z, Deep sleep, 52, 52, 52, 
2022-03-22T02:46:00.000Z, 2022-03-22T03:02:00.000Z, Light sleep, 63, 79, 47, 
2022-03-22T03:02:00.000Z, 2022-03-22T03:15:00.000Z, Deep sleep, 50, 52, 49, 
2022-03-22T03:15:00.000Z, 2022-03-22T03:21:00.000Z, Light sleep, null
2022-03-22T03:21:00.000Z, 2022-03-22T03:40:00.000Z, Deep sleep, null
2022-03-22T03:40:00.000Z, 2022-03-22T05:12:00.000Z, Light sleep, 61, 78, 49, 
2022-03-22T05:12:00.000Z, 2022-03-22T05:32:00.000Z, Deep sleep, 52, 55, 50, 
2022-03-22T05:32:00.000Z, 2022-03-22T07:27:00.000Z, Light sleep, 57, 78, 49, 
2022-03-23T00:28:00.000Z, 2022-03-23T02:06:00.000Z, Light sleep, 62, 77, 48, 
2022-03-23T02:06:00.000Z, 2022-03-23T02:22:00.000Z, Deep sleep, 60, 67, 55, 
2022-03-23T02:22:00.000Z, 2022-03-23T03:42:00.000Z, Light sleep, 66, 94, 55, 
2022-03-23T03:42:00.000Z, 2022-03-23T04:21:00.000Z, Deep sleep, 56, 59, 54, 
2022-03-23T04:21:00.000Z, 2022-03-23T05:34:00.000Z, Light sleep, 66, 94, 48, 
2022-03-23T05:34:00.000Z, 2022-03-23T05:42:00.000Z, Deep sleep, 48, 48, 48, 
2022-03-23T05:42:00.000Z, 2022-03-23T06:17:00.000Z, Light sleep, 65, 75, 55, 
2022-03-23T06:17:00.000Z, 2022-03-23T06:40:00.000Z, Deep sleep, 56, 59, 55, 
2022-03-23T06:40:00.000Z, 2022-03-23T08:21:00.000Z, Light sleep, 61, 75, 48, 
2022-03-23T08:21:00.000Z, 2022-03-23T08:30:00.000Z, Deep sleep, 53, 59, 48, 
2022-03-23T08:30:00.000Z, 2022-03-23T08:49:00.000Z, Light sleep, 72, 79, 68, 
2022-03-23T23:43:00.000Z, 2022-03-23T23:45:00.000Z, Light sleep, 74, 74, 74, 
2022-03-23T23:45:00.000Z, 2022-03-23T23:57:00.000Z, Deep sleep, 50, 51, 50, 
2022-03-23T23:57:00.000Z, 2022-03-24T00:10:00.000Z, Light sleep, 51, 61, 48, 
2022-03-24T00:10:00.000Z, 2022-03-24T00:43:00.000Z, Deep sleep, 48, 51, 44, 
2022-03-24T00:43:00.000Z, 2022-03-24T01:44:00.000Z, Light sleep, 51, 63, 47, 
2022-03-24T01:44:00.000Z, 2022-03-24T01:56:00.000Z, Deep sleep, 49, 55, 48, 
2022-03-24T01:56:00.000Z, 2022-03-24T03:04:00.000Z, Light sleep, 53, 75, 48, 
2022-03-24T03:04:00.000Z, 2022-03-24T03:28:00.000Z, Deep sleep, 49, 59, 47, 
2022-03-24T03:28:00.000Z, 2022-03-24T04:56:00.000Z, Light sleep, 57, 94, 48, 
2022-03-24T04:56:00.000Z, 2022-03-24T05:44:00.000Z, Deep sleep, 47, 49, 47, 
2022-03-24T05:44:00.000Z, 2022-03-24T08:57:00.000Z, Light sleep, 55, 109, 46, 
2022-03-25T00:16:00.000Z, 2022-03-25T00:38:00.000Z, Light sleep, 56, 75, 48, 
2022-03-25T00:38:00.000Z, 2022-03-25T01:15:00.000Z, Deep sleep, 47, 50, 45, 
2022-03-25T01:15:00.000Z, 2022-03-25T01:29:00.000Z, Light sleep, 47, 49, 46, 
2022-03-25T01:29:00.000Z, 2022-03-25T01:50:00.000Z, Deep sleep, 47, 50, 42, 
2022-03-25T01:50:00.000Z, 2022-03-25T02:31:00.000Z, Light sleep, 57, 80, 47, 
2022-03-25T02:31:00.000Z, 2022-03-25T02:41:00.000Z, Deep sleep, 48, 49, 48, 
2022-03-25T02:41:00.000Z, 2022-03-25T03:55:00.000Z, Light sleep, 53, 77, 46, 
2022-03-25T03:55:00.000Z, 2022-03-25T04:07:00.000Z, Deep sleep, 48, 49, 47, 
2022-03-25T04:07:00.000Z, 2022-03-25T04:24:00.000Z, Light sleep, 51, 56, 45, 
2022-03-25T04:24:00.000Z, 2022-03-25T04:35:00.000Z, Deep sleep, 51, 59, 47, 
2022-03-25T04:35:00.000Z, 2022-03-25T05:50:00.000Z, Light sleep, 62, 94, 46, 
2022-03-25T05:50:00.000Z, 2022-03-25T06:14:00.000Z, Deep sleep, 48, 51, 46, 
2022-03-25T06:14:00.000Z, 2022-03-25T06:22:00.000Z, Light sleep, 48, 53, 45, 
2022-03-25T06:22:00.000Z, 2022-03-25T06:41:00.000Z, Deep sleep, 48, 50, 47, 
2022-03-25T06:41:00.000Z, 2022-03-25T07:50:00.000Z, Light sleep, 51, 76, 41, 
2022-03-25T07:50:00.000Z, 2022-03-25T08:07:00.000Z, Deep sleep, 48, 51, 47, 
2022-03-25T08:07:00.000Z, 2022-03-25T09:08:00.000Z, Light sleep, 52, 77, 47, 
2022-03-25T09:08:00.000Z, 2022-03-25T09:25:00.000Z, Deep sleep, 48, 48, 48, 
2022-03-25T09:25:00.000Z, 2022-03-25T09:34:00.000Z, Light sleep, 48, 48, 48, 
2022-03-25T09:34:00.000Z, 2022-03-25T09:59:00.000Z, Deep sleep, 50, 55, 47, 
2022-03-25T09:59:00.000Z, 2022-03-25T10:03:00.000Z, Light sleep, 50, 50, 50, 
2022-03-25T23:24:00.000Z, 2022-03-25T23:49:00.000Z, Light sleep, 64, 95, 53, 
2022-03-25T23:49:00.000Z, 2022-03-25T23:52:00.000Z, Awake (during sleep cycle), 101, 101, 101, 
2022-03-25T23:52:00.000Z, 2022-03-26T00:20:00.000Z, Light sleep, 64, 82, 47, 
2022-03-26T00:20:00.000Z, 2022-03-26T01:04:00.000Z, Deep sleep, 49, 56, 47, 
2022-03-26T01:04:00.000Z, 2022-03-26T01:59:00.000Z, Light sleep, 54, 86, 49, 
2022-03-26T01:59:00.000Z, 2022-03-26T02:20:00.000Z, Deep sleep, 51, 55, 49, 
2022-03-26T02:20:00.000Z, 2022-03-26T04:08:00.000Z, Light sleep, 55, 75, 47, 
2022-03-26T04:08:00.000Z, 2022-03-26T04:17:00.000Z, Deep sleep, 53, 57, 49, 
2022-03-26T04:17:00.000Z, 2022-03-26T04:52:00.000Z, Light sleep, 58, 86, 45, 
2022-03-26T04:52:00.000Z, 2022-03-26T05:06:00.000Z, Deep sleep, 48, 50, 46, 
2022-03-26T05:06:00.000Z, 2022-03-26T05:21:00.000Z, Light sleep, 53, 75, 48, 
2022-03-26T05:21:00.000Z, 2022-03-26T05:56:00.000Z, Deep sleep, 50, 63, 47, 
2022-03-26T05:56:00.000Z, 2022-03-26T06:26:00.000Z, Light sleep, 54, 71, 48, 
2022-03-26T06:26:00.000Z, 2022-03-26T06:57:00.000Z, Deep sleep, 50, 59, 47, 
2022-03-26T06:57:00.000Z, 2022-03-26T07:33:00.000Z, Light sleep, 56, 79, 46, 
2022-03-26T07:33:00.000Z, 2022-03-26T07:52:00.000Z, Deep sleep, 48, 54, 45, 
2022-03-26T07:52:00.000Z, 2022-03-26T08:43:00.000Z, Light sleep, 59, 94, 47, 
2022-03-27T03:54:00.000+01:00, 2022-03-27T03:55:00.000+01:00, Light sleep, null
2022-03-27T03:55:00.000+01:00, 2022-03-27T04:07:00.000+01:00, Deep sleep, 57, 58, 56, 
2022-03-27T04:07:00.000+01:00, 2022-03-27T04:39:00.000+01:00, Light sleep, 64, 93, 55, 
2022-03-27T04:39:00.000+01:00, 2022-03-27T04:51:00.000+01:00, Deep sleep, 56, 64, 55, 
2022-03-27T04:51:00.000+01:00, 2022-03-27T05:12:00.000+01:00, Light sleep, 60, 76, 54, 
2022-03-27T05:12:00.000+01:00, 2022-03-27T05:37:00.000+01:00, Deep sleep, 53, 57, 48, 
2022-03-27T05:37:00.000+01:00, 2022-03-27T06:34:00.000+01:00, Light sleep, 61, 78, 52, 
2022-03-27T06:34:00.000+01:00, 2022-03-27T06:50:00.000+01:00, Deep sleep, 55, 57, 55, 
2022-03-27T06:50:00.000+01:00, 2022-03-27T07:02:00.000+01:00, Light sleep, 61, 77, 48, 
2022-03-27T07:02:00.000+01:00, 2022-03-27T07:16:00.000+01:00, Deep sleep, 52, 55, 48, 
2022-03-27T07:16:00.000+01:00, 2022-03-27T08:18:00.000+01:00, Light sleep, 61, 76, 48, 
2022-03-27T08:18:00.000+01:00, 2022-03-27T08:28:00.000+01:00, Deep sleep, 56, 59, 52, 
2022-03-27T08:28:00.000+01:00, 2022-03-27T09:41:00.000+01:00, Light sleep, 64, 95, 47, 
2022-03-27T09:41:00.000+01:00, 2022-03-27T10:05:00.000+01:00, Deep sleep, 53, 59, 48, 
2022-03-27T10:05:00.000+01:00, 2022-03-27T10:56:00.000+01:00, Light sleep, 65, 95, 55, 
2022-03-27T23:15:00.000+01:00, 2022-03-28T00:55:00.000+01:00, Light sleep, 74, 108, 55, 
2022-03-28T00:55:00.000+01:00, 2022-03-28T01:35:00.000+01:00, Deep sleep, 55, 64, 54, 
2022-03-28T01:35:00.000+01:00, 2022-03-28T01:44:00.000+01:00, Light sleep, null
2022-03-28T01:44:00.000+01:00, 2022-03-28T02:58:00.000+01:00, Awake (during sleep cycle), 60, 76, 55, 
2022-03-28T02:58:00.000+01:00, 2022-03-28T04:58:00.000+01:00, Light sleep, 60, 79, 49, 
2022-03-28T04:58:00.000+01:00, 2022-03-28T05:46:00.000+01:00, Deep sleep, 55, 60, 48, 
2022-03-28T05:46:00.000+01:00, 2022-03-28T06:00:00.000+01:00, Light sleep, null
2022-03-28T06:00:00.000+01:00, 2022-03-28T06:15:00.000+01:00, Deep sleep, 53, 55, 52, 
2022-03-28T06:15:00.000+01:00, 2022-03-28T06:51:00.000+01:00, Light sleep, 60, 72, 47, 
2022-03-28T06:51:00.000+01:00, 2022-03-28T07:32:00.000+01:00, Deep sleep, 54, 59, 48, 
2022-03-28T07:32:00.000+01:00, 2022-03-28T08:05:00.000+01:00, Light sleep, 54, 63, 48, 
2022-03-29T00:17:00.000+01:00, 2022-03-29T01:07:00.000+01:00, Light sleep, 63, 82, 56, 
2022-03-29T01:07:00.000+01:00, 2022-03-29T01:28:00.000+01:00, Deep sleep, 56, 59, 55, 
2022-03-29T01:28:00.000+01:00, 2022-03-29T02:35:00.000+01:00, Light sleep, 57, 99, 47, 
2022-03-29T02:35:00.000+01:00, 2022-03-29T02:45:00.000+01:00, Deep sleep, 48, 50, 48, 
2022-03-29T02:45:00.000+01:00, 2022-03-29T03:40:00.000+01:00, Light sleep, 58, 75, 48, 
2022-03-29T03:40:00.000+01:00, 2022-03-29T03:50:00.000+01:00, Deep sleep, 53, 56, 49, 
2022-03-29T03:50:00.000+01:00, 2022-03-29T04:26:00.000+01:00, Light sleep, 60, 78, 47, 
2022-03-29T04:26:00.000+01:00, 2022-03-29T04:37:00.000+01:00, Deep sleep, 56, 64, 52, 
2022-03-29T04:37:00.000+01:00, 2022-03-29T05:05:00.000+01:00, Light sleep, 60, 75, 53, 
2022-03-29T05:05:00.000+01:00, 2022-03-29T05:26:00.000+01:00, Deep sleep, 56, 69, 48, 
2022-03-29T05:26:00.000+01:00, 2022-03-29T06:29:00.000+01:00, Light sleep, 60, 85, 48, 
2022-03-29T06:29:00.000+01:00, 2022-03-29T06:43:00.000+01:00, Deep sleep, 55, 59, 52, 
2022-03-29T06:43:00.000+01:00, 2022-03-29T07:28:00.000+01:00, Light sleep, 59, 94, 48, 
2022-03-29T23:10:00.000+01:00, 2022-03-29T23:11:00.000+01:00, Light sleep, null
2022-03-29T23:11:00.000+01:00, 2022-03-29T23:45:00.000+01:00, Deep sleep, 54, 57, 48, 
2022-03-29T23:45:00.000+01:00, 2022-03-30T00:38:00.000+01:00, Light sleep, 57, 75, 49, 
2022-03-30T00:38:00.000+01:00, 2022-03-30T00:58:00.000+01:00, Deep sleep, 54, 56, 48, 
2022-03-30T00:58:00.000+01:00, 2022-03-30T01:05:00.000+01:00, Light sleep, 56, 58, 55, 
2022-03-30T01:05:00.000+01:00, 2022-03-30T01:13:00.000+01:00, Deep sleep, 55, 56, 54, 
2022-03-30T01:13:00.000+01:00, 2022-03-30T01:28:00.000+01:00, Light sleep, 58, 94, 48, 
2022-03-30T01:28:00.000+01:00, 2022-03-30T01:58:00.000+01:00, Deep sleep, 53, 56, 49, 
