Begin,End,Activity,HRmean,HRmax,HRmin
2022-04-18T17:54:00.000+01:00, 2022-04-18T18:03:00.000+01:00, Walking,99, 117, 83, 
2022-04-18T18:04:00.000+01:00, 2022-04-18T18:08:00.000+01:00, Walking,94, 105, 76, 
2022-04-18T18:26:00.000+01:00, 2022-04-18T18:31:00.000+01:00, Walking,101, 119, 78, 
2022-04-18T18:33:00.000+01:00, 2022-04-18T18:45:00.000+01:00, Other,85, 112, 78, 
2022-04-18T18:03:00.000+01:00, 2022-04-18T18:47:00.000+01:00, Walking,89, 119, 67, 
2022-04-18T18:48:00.000+01:00, 2022-04-18T18:53:00.000+01:00, Walking,89, 94, 83, 
2022-04-18T18:54:00.000+01:00, 2022-04-18T19:03:00.000+01:00, Walking,91, 94, 80, 
2022-04-18T19:04:00.000+01:00, 2022-04-18T19:08:00.000+01:00, Walking,92, 98, 85, 
2022-04-18T19:26:00.000+01:00, 2022-04-18T19:31:00.000+01:00, Walking,77, 80, 75, 
2022-04-18T19:33:00.000+01:00, 2022-04-18T19:45:00.000+01:00, Other,79, 86, 75, 
2022-04-18T20:42:00.000+01:00, 2022-04-18T20:56:00.000+01:00, Other,115, 138, 103, 
2022-04-18T21:42:00.000+01:00, 2022-04-18T21:58:00.000+01:00, Other,73, 75, 72, 
2022-04-19T07:22:00.000+01:00, 2022-04-19T07:30:00.000+01:00, Walking,106, 116, 102, 
2022-04-19T10:44:00.000+01:00, 2022-04-19T10:48:00.000+01:00, Walking,95, 103, 85, 
2022-04-19T11:19:00.000+01:00, 2022-04-19T11:25:00.000+01:00, Walking,94, 119, 74, 
2022-04-19T17:47:00.000+01:00, 2022-04-19T17:53:00.000+01:00, Walking,90, 94, 85, 
2022-04-19T17:56:00.000+01:00, 2022-04-19T18:06:00.000+01:00, Walking,86, 102, 67, 
2022-04-19T18:34:00.000+01:00, 2022-04-19T18:40:00.000+01:00, Walking,113, 122, 96, 
2022-04-20T07:04:00.000+01:00, 2022-04-20T07:09:00.000+01:00, Walking,96, 110, 82, 
2022-04-20T08:13:00.000+01:00, 2022-04-20T08:26:00.000+01:00, Other,88, 115, 69, 
2022-04-20T08:34:00.000+01:00, 2022-04-20T08:49:00.000+01:00, Walking,93, 116, 74, 
2022-04-20T15:29:00.000+01:00, 2022-04-20T15:33:00.000+01:00, Walking,88, 93, 84, 
2022-04-20T16:37:00.000+01:00, 2022-04-20T16:49:00.000+01:00, Other,88, 106, 74, 
2022-04-20T16:58:00.000+01:00, 2022-04-20T17:08:00.000+01:00, Walking,77, 89, 72, 
2022-04-20T18:33:00.000+01:00, 2022-04-20T18:57:00.000+01:00, Other,80, 98, 71, 
2022-04-20T19:58:00.000+01:00, 2022-04-20T20:02:00.000+01:00, Walking,89, 105, 80, 
2022-04-21T06:42:00.000+01:00, 2022-04-21T06:54:00.000+01:00, Other,96, 119, 71, 
2022-04-21T07:02:00.000+01:00, 2022-04-21T07:17:00.000+01:00, Other,93, 114, 68, 
2022-04-21T07:18:00.000+01:00, 2022-04-21T07:22:00.000+01:00, Walking,83, 91, 77, 
2022-04-21T08:10:00.000+01:00, 2022-04-21T08:22:00.000+01:00, Other,75, 88, 50, 
2022-04-21T08:42:00.000+01:00, 2022-04-21T09:06:00.000+01:00, Other,93, 121, 71, 
2022-04-21T09:12:00.000+01:00, 2022-04-21T09:16:00.000+01:00, Walking,91, 100, 82, 
2022-04-21T09:22:00.000+01:00, 2022-04-21T09:27:00.000+01:00, Walking,95, 99, 89, 
2022-04-21T09:46:00.000+01:00, 2022-04-21T09:50:00.000+01:00, Walking,105, 108, 99, 
2022-04-21T13:36:00.000+01:00, 2022-04-21T13:42:00.000+01:00, Walking,97, 108, 80, 
2022-04-21T14:19:00.000+01:00, 2022-04-21T14:28:00.000+01:00, Walking,91, 103, 75, 
2022-04-21T14:43:00.000+01:00, 2022-04-21T14:52:00.000+01:00, Walking,91, 98, 76, 
2022-04-21T15:01:00.000+01:00, 2022-04-21T15:42:00.000+01:00, Other,86, 106, 72, 
2022-04-21T16:06:00.000+01:00, 2022-04-21T16:12:00.000+01:00, Walking,102, 115, 95, 
2022-04-21T16:13:00.000+01:00, 2022-04-21T16:48:00.000+01:00, Walking,95, 115, 75, 
2022-04-21T22:33:00.000+01:00, 2022-04-21T22:43:00.000+01:00, Other,82, 107, 62, 
2022-04-21T22:33:00.000+01:00, 2022-04-21T22:43:00.000+01:00, Walking,82, 107, 62, 
