Begin,End,Activity,HRmean,HRmax,HRmin
2022-03-15T23:46:00.000Z, 2022-03-15T23:58:00.000Z, Walking,93, 112, 74, 
2022-03-16T07:33:00.000Z, 2022-03-16T07:46:00.000Z, Walking,100, 115, 84, 
2022-03-16T07:47:00.000Z, 2022-03-16T08:09:00.000Z, Other,81, 108, 55, 
2022-03-16T08:14:00.000Z, 2022-03-16T08:20:00.000Z, Walking,106, 131, 80, 
2022-03-16T08:48:00.000Z, 2022-03-16T08:58:00.000Z, Walking,120, 126, 114, 
2022-03-16T09:42:00.000Z, 2022-03-16T09:47:00.000Z, Walking,87, 99, 78, 
2022-03-17T12:05:00.000Z, 2022-03-17T12:09:00.000Z, Walking,97, 102, 85, 
2022-03-17T13:03:00.000Z, 2022-03-17T13:09:00.000Z, Walking,83, 92, 74, 
2022-03-17T19:15:00.000Z, 2022-03-17T19:49:00.000Z, Other,89, 113, 67, 
2022-03-18T11:03:00.000Z, 2022-03-18T11:17:00.000Z, Other,81, 98, 71, 
2022-03-18T15:05:00.000Z, 2022-03-18T15:09:00.000Z, Walking,98, 101, 96, 
2022-03-19T10:01:00.000Z, 2022-03-19T10:16:00.000Z, Other,89, 104, 70, 
2022-03-19T10:17:00.000Z, 2022-03-19T10:27:00.000Z, Walking,91, 110, 72, 
2022-03-19T11:31:00.000Z, 2022-03-19T11:37:00.000Z, Walking,89, 103, 71, 
2022-03-19T12:18:00.000Z, 2022-03-19T12:23:00.000Z, Walking,85, 104, 76, 
2022-03-19T12:45:00.000Z, 2022-03-19T12:49:00.000Z, Walking,110, 113, 105, 
2022-03-19T13:05:00.000Z, 2022-03-19T13:22:00.000Z, Other,83, 106, 69, 
2022-03-19T20:06:00.000Z, 2022-03-19T20:19:00.000Z, Other,80, 97, 73, 
2022-03-20T07:44:00.000Z, 2022-03-20T07:48:00.000Z, Walking,93, 100, 74, 
2022-03-20T07:50:00.000Z, 2022-03-20T08:05:00.000Z, Other,106, 123, 88, 
2022-03-20T08:15:00.000Z, 2022-03-20T08:19:00.000Z, Walking,93, 98, 79, 
2022-03-20T10:29:00.000Z, 2022-03-20T10:33:00.000Z, Walking,87, 91, 78, 
2022-03-20T10:48:00.000Z, 2022-03-20T11:03:00.000Z, Walking,92, 112, 78, 
2022-03-20T11:10:00.000Z, 2022-03-20T11:26:00.000Z, Walking,83, 103, 68, 
2022-03-20T11:52:00.000Z, 2022-03-20T11:59:00.000Z, Walking,96, 112, 81, 
2022-03-20T12:44:00.000Z, 2022-03-20T12:52:00.000Z, Walking,79, 91, 63, 
2022-03-20T14:42:00.000Z, 2022-03-20T14:58:00.000Z, Other,80, 101, 74, 
2022-03-21T08:08:00.000Z, 2022-03-21T08:18:00.000Z, Other,103, 114, 90, 
2022-03-21T08:19:00.000Z, 2022-03-21T08:25:00.000Z, Walking,105, 118, 78, 
2022-03-21T11:51:00.000Z, 2022-03-21T11:56:00.000Z, Walking,84, 97, 74, 
2022-03-21T12:36:00.000Z, 2022-03-21T12:43:00.000Z, Walking,106, 113, 102, 
2022-03-21T16:56:00.000Z, 2022-03-21T17:05:00.000Z, Walking,85, 100, 74, 
2022-03-21T18:53:00.000Z, 2022-03-21T19:04:00.000Z, Walking,94, 112, 67, 
2022-03-21T19:36:00.000Z, 2022-03-21T19:43:00.000Z, Walking,96, 109, 88, 
2022-03-21T19:44:00.000Z, 2022-03-21T19:48:00.000Z, Walking,113, 116, 110, 
2022-03-22T07:45:00.000Z, 2022-03-22T07:56:00.000Z, Other,75, 75, 75, 
2022-03-22T07:57:00.000Z, 2022-03-22T08:06:00.000Z, Walking,111, 122, 101, 
2022-03-22T08:28:00.000Z, 2022-03-22T08:48:00.000Z, Other,81, 84, 78, 
2022-03-22T11:42:00.000Z, 2022-03-22T11:48:00.000Z, Walking,108, 117, 92, 
2022-03-22T12:33:00.000Z, 2022-03-22T12:39:00.000Z, Walking,116, 122, 104, 
2022-03-22T15:40:00.000Z, 2022-03-22T15:59:00.000Z, Walking,108, 137, 92, 
2022-03-22T18:52:00.000Z, 2022-03-22T18:58:00.000Z, Walking,108, 132, 80, 
2022-03-22T18:59:00.000Z, 2022-03-22T19:04:00.000Z, Walking,89, 130, 81, 
2022-03-22T21:59:00.000Z, 2022-03-22T22:29:00.000Z, Other,89, 118, 71, 
2022-03-22T23:27:00.000Z, 2022-03-22T23:58:00.000Z, Other,89, 122, 54, 
2022-03-23T08:52:00.000Z, 2022-03-23T09:09:00.000Z, Other,85, 104, 72, 
2022-03-23T12:18:00.000Z, 2022-03-23T12:55:00.000Z, Other,89, 118, 55, 
2022-03-23T20:50:00.000Z, 2022-03-23T21:08:00.000Z, Other,94, 108, 79, 
2022-03-23T22:33:00.000Z, 2022-03-23T22:41:00.000Z, Other,85, 99, 71, 
2022-03-24T13:03:00.000Z, 2022-03-24T13:09:00.000Z, Walking,86, 92, 81, 
2022-03-24T18:21:00.000Z, 2022-03-24T18:28:00.000Z, Walking,90, 109, 75, 
2022-03-25T11:43:00.000Z, 2022-03-25T11:49:00.000Z, Walking,82, 101, 75, 
2022-03-25T11:51:00.000Z, 2022-03-25T12:13:00.000Z, Other,92, 114, 70, 
2022-03-25T12:14:00.000Z, 2022-03-25T12:21:00.000Z, Walking,94, 106, 74, 
2022-03-25T12:23:00.000Z, 2022-03-25T12:58:00.000Z, Other,93, 115, 75, 
2022-03-25T13:16:00.000Z, 2022-03-25T13:20:00.000Z, Walking,99, 103, 90, 
2022-03-25T16:24:00.000Z, 2022-03-25T16:36:00.000Z, Walking,79, 91, 57, 
2022-03-25T21:50:00.000Z, 2022-03-25T21:54:00.000Z, Walking,88, 93, 78, 
2022-03-26T09:22:00.000Z, 2022-03-26T09:45:00.000Z, Other,89, 114, 70, 
2022-03-26T09:46:00.000Z, 2022-03-26T09:51:00.000Z, Walking,112, 118, 109, 
2022-03-26T11:13:00.000Z, 2022-03-26T11:40:00.000Z, Other,86, 122, 66, 
2022-03-26T15:11:00.000Z, 2022-03-26T15:24:00.000Z, Walking,90, 104, 76, 
2022-03-26T15:28:00.000Z, 2022-03-26T15:48:00.000Z, Other,81, 110, 45, 
2022-03-26T16:41:00.000Z, 2022-03-26T16:46:00.000Z, Walking,87, 97, 78, 
2022-03-26T18:01:00.000Z, 2022-03-26T18:17:00.000Z, Other,79, 102, 75, 
2022-03-26T19:56:00.000Z, 2022-03-26T20:15:00.000Z, Other,82, 106, 70, 
2022-03-27T12:12:00.000+01:00, 2022-03-27T12:54:00.000+01:00, Other,82, 104, 55, 
2022-03-27T12:55:00.000+01:00, 2022-03-27T13:11:00.000+01:00, Walking,97, 118, 77, 
2022-03-27T13:21:00.000+01:00, 2022-03-27T13:25:00.000+01:00, Walking,82, 90, 75, 
2022-03-27T14:20:00.000+01:00, 2022-03-27T14:26:00.000+01:00, Walking,115, 117, 113, 
2022-03-27T15:30:00.000+01:00, 2022-03-27T15:35:00.000+01:00, Walking,96, 108, 89, 
2022-03-27T16:05:00.000+01:00, 2022-03-27T16:09:00.000+01:00, Walking,81, 84, 77, 
2022-03-27T16:29:00.000+01:00, 2022-03-27T16:33:00.000+01:00, Walking,97, 102, 91, 
2022-03-27T16:47:00.000+01:00, 2022-03-27T16:53:00.000+01:00, Walking,81, 94, 75, 
2022-03-27T17:06:00.000+01:00, 2022-03-27T17:11:00.000+01:00, Walking,88, 101, 80, 
2022-03-27T17:28:00.000+01:00, 2022-03-27T17:35:00.000+01:00, Walking,90, 104, 71, 
2022-03-27T18:40:00.000+01:00, 2022-03-27T18:44:00.000+01:00, Walking,92, 108, 81, 
2022-03-27T20:28:00.000+01:00, 2022-03-27T20:34:00.000+01:00, Walking,86, 95, 77, 
2022-03-28T08:21:00.000+01:00, 2022-03-28T08:27:00.000+01:00, Walking,92, 96, 88, 
2022-03-28T08:28:00.000+01:00, 2022-03-28T08:35:00.000+01:00, Walking,88, 108, 62, 
2022-03-28T11:48:00.000+01:00, 2022-03-28T11:52:00.000+01:00, Walking,99, 103, 95, 
2022-03-28T12:29:00.000+01:00, 2022-03-28T12:33:00.000+01:00, Walking, null
2022-03-28T18:48:00.000+01:00, 2022-03-28T18:54:00.000+01:00, Walking,92, 99, 75, 
2022-03-28T19:50:00.000+01:00, 2022-03-28T19:56:00.000+01:00, Walking,97, 119, 80, 
2022-03-28T19:57:00.000+01:00, 2022-03-28T20:07:00.000+01:00, Walking,90, 113, 71, 
2022-03-28T20:08:00.000+01:00, 2022-03-28T20:12:00.000+01:00, Walking,96, 101, 90, 
2022-03-28T21:01:00.000+01:00, 2022-03-28T21:07:00.000+01:00, Walking,100, 102, 99, 
2022-03-28T21:08:00.000+01:00, 2022-03-28T21:23:00.000+01:00, Walking,109, 129, 92, 
2022-03-29T07:41:00.000+01:00, 2022-03-29T07:54:00.000+01:00, Walking,116, 127, 105, 
2022-03-29T08:27:00.000+01:00, 2022-03-29T08:49:00.000+01:00, Other,91, 130, 67, 
2022-03-29T11:48:00.000+01:00, 2022-03-29T11:54:00.000+01:00, Walking,100, 117, 80, 
2022-03-29T12:47:00.000+01:00, 2022-03-29T12:53:00.000+01:00, Walking,107, 125, 90, 
2022-03-29T15:42:00.000+01:00, 2022-03-29T16:05:00.000+01:00, Other,86, 97, 68, 
2022-03-29T18:42:00.000+01:00, 2022-03-29T18:48:00.000+01:00, Walking,108, 119, 99, 
2022-03-29T18:54:00.000+01:00, 2022-03-29T18:59:00.000+01:00, Walking,92, 95, 90, 
2022-03-30T10:31:00.000+01:00, 2022-03-30T10:41:00.000+01:00, Walking,90, 103, 74, 
2022-03-30T11:34:00.000+01:00, 2022-03-30T11:40:00.000+01:00, Walking,109, 121, 82, 
2022-03-30T11:50:00.000+01:00, 2022-03-30T12:06:00.000+01:00, Other,91, 120, 72, 
2022-03-30T12:43:00.000+01:00, 2022-03-30T12:48:00.000+01:00, Walking,94, 106, 83, 
2022-03-30T13:01:00.000+01:00, 2022-03-30T13:05:00.000+01:00, Walking,83, 95, 79, 
2022-03-31T09:34:00.000+01:00, 2022-03-31T09:38:00.000+01:00, Walking,101, 105, 96, 
2022-03-31T10:13:00.000+01:00, 2022-03-31T10:17:00.000+01:00, Walking,106, 110, 105, 
2022-03-31T13:20:00.000+01:00, 2022-03-31T13:28:00.000+01:00, Walking,106, 111, 99, 
2022-03-31T19:55:00.000+01:00, 2022-03-31T20:00:00.000+01:00, Walking,82, 94, 72, 
2022-03-31T21:13:00.000+01:00, 2022-03-31T21:32:00.000+01:00, Other,81, 97, 72, 
2022-04-01T10:18:00.000+01:00, 2022-04-01T10:22:00.000+01:00, Walking,95, 106, 80, 
2022-04-01T11:48:00.000+01:00, 2022-04-01T11:52:00.000+01:00, Walking,89, 99, 81, 
2022-04-01T12:41:00.000+01:00, 2022-04-01T12:45:00.000+01:00, Walking,82, 93, 78, 
2022-04-01T12:47:00.000+01:00, 2022-04-01T13:13:00.000+01:00, Other,83, 101, 75, 
2022-04-01T17:34:00.000+01:00, 2022-04-01T17:39:00.000+01:00, Walking,82, 99, 72, 
2022-04-01T17:40:00.000+01:00, 2022-04-01T17:58:00.000+01:00, Other,88, 106, 72, 
2022-04-01T18:17:00.000+01:00, 2022-04-01T18:33:00.000+01:00, Other,76, 101, 63, 
2022-04-02T10:26:00.000+01:00, 2022-04-02T10:34:00.000+01:00, Walking,106, 121, 78, 
2022-04-02T13:15:00.000+01:00, 2022-04-02T13:19:00.000+01:00, Walking,84, 91, 76, 
2022-04-02T13:32:00.000+01:00, 2022-04-02T13:36:00.000+01:00, Walking,99, 103, 95, 
2022-04-02T16:50:00.000+01:00, 2022-04-02T17:03:00.000+01:00, Walking,89, 109, 71, 
2022-04-02T17:08:00.000+01:00, 2022-04-02T17:27:00.000+01:00, Walking,100, 106, 81, 
2022-04-02T17:37:00.000+01:00, 2022-04-02T17:42:00.000+01:00, Walking,100, 109, 93, 
2022-04-02T17:48:00.000+01:00, 2022-04-02T17:54:00.000+01:00, Walking,91, 103, 77, 
2022-04-02T18:12:00.000+01:00, 2022-04-02T18:19:00.000+01:00, Walking,90, 107, 71, 
2022-04-02T18:20:00.000+01:00, 2022-04-02T18:27:00.000+01:00, Walking,104, 120, 95, 
2022-04-02T18:37:00.000+01:00, 2022-04-02T19:06:00.000+01:00, Walking,104, 128, 73, 
2022-04-02T19:15:00.000+01:00, 2022-04-02T19:29:00.000+01:00, Walking,109, 122, 76, 
2022-04-02T19:39:00.000+01:00, 2022-04-02T19:47:00.000+01:00, Walking,99, 114, 75, 
2022-04-02T21:07:00.000+01:00, 2022-04-02T21:11:00.000+01:00, Walking,94, 109, 79, 
2022-04-02T22:29:00.000+01:00, 2022-04-02T22:38:00.000+01:00, Walking,121, 138, 113, 
2022-04-02T22:39:00.000+01:00, 2022-04-02T22:47:00.000+01:00, Walking,99, 121, 94, 
2022-04-03T14:46:00.000+01:00, 2022-04-03T15:01:00.000+01:00, Other,83, 104, 72, 
2022-04-03T18:33:00.000+01:00, 2022-04-03T18:37:00.000+01:00, Walking,81, 95, 74, 
2022-04-03T20:36:00.000+01:00, 2022-04-03T20:54:00.000+01:00, Walking,96, 117, 73, 
2022-04-03T21:21:00.000+01:00, 2022-04-03T21:26:00.000+01:00, Walking,95, 110, 71, 
2022-04-03T21:56:00.000+01:00, 2022-04-03T22:00:00.000+01:00, Walking,92, 102, 90, 
2022-04-04T08:10:00.000+01:00, 2022-04-04T08:21:00.000+01:00, Walking,79, 86, 74, 
2022-04-04T08:22:00.000+01:00, 2022-04-04T08:29:00.000+01:00, Walking,115, 134, 80, 
2022-04-04T08:30:00.000+01:00, 2022-04-04T08:48:00.000+01:00, Other,87, 112, 73, 
2022-04-04T11:43:00.000+01:00, 2022-04-04T11:48:00.000+01:00, Walking,113, 119, 104, 
2022-04-04T12:18:00.000+01:00, 2022-04-04T12:27:00.000+01:00, Walking,108, 117, 101, 
2022-04-04T19:40:00.000+01:00, 2022-04-04T19:49:00.000+01:00, Walking,120, 130, 102, 
2022-04-04T20:10:00.000+01:00, 2022-04-04T20:20:00.000+01:00, Walking,113, 125, 105, 
2022-04-05T08:20:00.000+01:00, 2022-04-05T08:27:00.000+01:00, Walking,100, 104, 95, 
2022-04-05T08:41:00.000+01:00, 2022-04-05T08:47:00.000+01:00, Walking,115, 121, 94, 
2022-04-05T12:41:00.000+01:00, 2022-04-05T12:47:00.000+01:00, Walking,106, 115, 102, 
2022-04-05T18:30:00.000+01:00, 2022-04-05T18:38:00.000+01:00, Walking,115, 124, 92, 
2022-04-05T18:39:00.000+01:00, 2022-04-05T18:57:00.000+01:00, Walking,93, 112, 79, 
2022-04-05T20:03:00.000+01:00, 2022-04-05T20:17:00.000+01:00, Walking,101, 117, 74, 
2022-04-05T22:26:00.000+01:00, 2022-04-05T22:35:00.000+01:00, Walking,84, 92, 75, 
2022-04-05T22:45:00.000+01:00, 2022-04-05T23:08:00.000+01:00, Other,93, 121, 71, 
2022-04-05T23:09:00.000+01:00, 2022-04-05T23:18:00.000+01:00, Walking,101, 118, 71, 
2022-04-05T23:19:00.000+01:00, 2022-04-05T23:37:00.000+01:00, Walking,95, 112, 75, 
2022-04-05T23:41:00.000+01:00, 2022-04-05T23:55:00.000+01:00, Other,90, 118, 77, 
2022-04-06T10:50:00.000+01:00, 2022-04-06T11:01:00.000+01:00, Walking,114, 131, 79, 
2022-04-06T11:41:00.000+01:00, 2022-04-06T11:45:00.000+01:00, Walking,112, 127, 81, 
2022-04-06T12:39:00.000+01:00, 2022-04-06T12:43:00.000+01:00, Walking,116, 127, 102, 
2022-04-06T14:04:00.000+01:00, 2022-04-06T14:11:00.000+01:00, Walking,92, 104, 69, 
2022-04-06T15:02:00.000+01:00, 2022-04-06T15:09:00.000+01:00, Walking,106, 130, 84, 
2022-04-06T15:45:00.000+01:00, 2022-04-06T15:49:00.000+01:00, Walking,90, 104, 78, 
2022-04-06T15:50:00.000+01:00, 2022-04-06T16:08:00.000+01:00, Other,98, 125, 76, 
2022-04-06T16:38:00.000+01:00, 2022-04-06T17:04:00.000+01:00, Walking,107, 132, 78, 
2022-04-06T18:19:00.000+01:00, 2022-04-06T18:29:00.000+01:00, Walking,110, 128, 77, 
2022-04-06T18:40:00.000+01:00, 2022-04-06T18:55:00.000+01:00, Walking,96, 116, 81, 
2022-04-06T19:22:00.000+01:00, 2022-04-06T19:29:00.000+01:00, Walking,115, 122, 109, 
2022-04-06T20:32:00.000+01:00, 2022-04-06T20:43:00.000+01:00, Walking,104, 117, 45, 
2022-04-06T20:44:00.000+01:00, 2022-04-06T21:18:00.000+01:00, Walking,111, 128, 76, 
2022-04-06T21:40:00.000+01:00, 2022-04-06T21:59:00.000+01:00, Other,80, 104, 48, 
2022-04-07T08:38:00.000+01:00, 2022-04-07T08:45:00.000+01:00, Walking,118, 118, 118, 
2022-04-07T10:22:00.000+01:00, 2022-04-07T10:27:00.000+01:00, Walking,75, 75, 75, 
2022-04-07T11:04:00.000+01:00, 2022-04-07T11:08:00.000+01:00, Walking,86, 86, 86, 
2022-04-07T12:22:00.000+01:00, 2022-04-07T12:29:00.000+01:00, Walking, null
2022-04-07T12:38:00.000+01:00, 2022-04-07T12:46:00.000+01:00, Walking,75, 81, 68, 
2022-04-07T12:56:00.000+01:00, 2022-04-07T13:15:00.000+01:00, Other,77, 112, 48, 
2022-04-07T16:22:00.000+01:00, 2022-04-07T16:30:00.000+01:00, Walking,77, 81, 74, 
2022-04-08T09:59:00.000+01:00, 2022-04-08T10:26:00.000+01:00, Other,80, 103, 75, 
2022-04-08T12:32:00.000+01:00, 2022-04-08T12:37:00.000+01:00, Walking,92, 105, 81, 
2022-04-08T13:27:00.000+01:00, 2022-04-08T14:00:00.000+01:00, Other,85, 110, 72, 
2022-04-08T21:48:00.000+01:00, 2022-04-08T22:02:00.000+01:00, Other,104, 121, 76, 
2022-04-08T23:15:00.000+01:00, 2022-04-08T23:27:00.000+01:00, Walking,91, 112, 71, 
2022-04-08T23:28:00.000+01:00, 2022-04-08T23:32:00.000+01:00, Walking,82, 85, 75, 
2022-04-08T23:33:00.000+01:00, 2022-04-08T23:39:00.000+01:00, Walking,107, 113, 99, 
2022-04-08T23:40:00.000+01:00, 2022-04-08T23:48:00.000+01:00, Walking,111, 121, 101, 
2022-04-09T10:13:00.000+01:00, 2022-04-09T10:36:00.000+01:00, Other,68, 85, 55, 
2022-04-09T11:31:00.000+01:00, 2022-04-09T11:39:00.000+01:00, Walking,85, 108, 75, 
2022-04-09T13:10:00.000+01:00, 2022-04-09T13:31:00.000+01:00, Other,87, 106, 71, 
2022-04-09T23:45:00.000+01:00, 2022-04-09T23:57:00.000+01:00, Other,79, 94, 70, 
2022-04-10T10:50:00.000+01:00, 2022-04-10T10:56:00.000+01:00, Walking,100, 110, 76, 
2022-04-10T10:58:00.000+01:00, 2022-04-10T11:10:00.000+01:00, Other,85, 101, 77, 
2022-04-10T11:14:00.000+01:00, 2022-04-10T11:21:00.000+01:00, Walking,99, 110, 91, 
2022-04-10T12:47:00.000+01:00, 2022-04-10T13:05:00.000+01:00, Walking,90, 99, 75, 
2022-04-10T13:33:00.000+01:00, 2022-04-10T13:38:00.000+01:00, Walking,92, 101, 75, 
2022-04-10T13:58:00.000+01:00, 2022-04-10T14:11:00.000+01:00, Other,104, 127, 77, 
2022-04-10T14:12:00.000+01:00, 2022-04-10T14:20:00.000+01:00, Walking,88, 104, 70, 
2022-04-10T14:35:00.000+01:00, 2022-04-10T14:47:00.000+01:00, Walking,100, 106, 85, 
2022-04-10T17:25:00.000+01:00, 2022-04-10T17:30:00.000+01:00, Walking,86, 107, 70, 
2022-04-10T19:14:00.000+01:00, 2022-04-10T19:31:00.000+01:00, Other,87, 107, 60, 
2022-04-10T21:01:00.000+01:00, 2022-04-10T21:06:00.000+01:00, Walking,82, 85, 81, 
2022-04-11T19:12:00.000+01:00, 2022-04-11T19:19:00.000+01:00, Walking,104, 119, 68, 
2022-04-11T20:04:00.000+01:00, 2022-04-11T20:20:00.000+01:00, Other,78, 101, 68, 
2022-04-11T21:13:00.000+01:00, 2022-04-11T21:19:00.000+01:00, Walking,94, 102, 78, 
2022-04-11T23:08:00.000+01:00, 2022-04-11T23:12:00.000+01:00, Walking,97, 108, 87, 
2022-04-11T23:50:00.000+01:00, 2022-04-11T23:54:00.000+01:00, Walking,94, 94, 94, 
2022-04-12T17:30:00.000+01:00, 2022-04-12T17:46:00.000+01:00, Other,91, 103, 75, 
2022-04-12T17:56:00.000+01:00, 2022-04-12T18:15:00.000+01:00, Running,157, 176, 71, 
2022-04-12T18:16:00.000+01:00, 2022-04-12T18:20:00.000+01:00, Walking,117, 122, 114, 
2022-04-13T12:34:00.000+01:00, 2022-04-13T12:40:00.000+01:00, Walking,84, 106, 72, 
2022-04-13T17:41:00.000+01:00, 2022-04-13T17:47:00.000+01:00, Walking,88, 104, 71, 
2022-04-13T18:01:00.000+01:00, 2022-04-13T18:20:00.000+01:00, Running,162, 174, 107, 
2022-04-13T18:21:00.000+01:00, 2022-04-13T18:25:00.000+01:00, Walking,170, 177, 167, 
2022-04-13T20:55:00.000+01:00, 2022-04-13T21:11:00.000+01:00, Other,99, 121, 67, 
2022-04-14T12:58:00.000+01:00, 2022-04-14T13:22:00.000+01:00, Other,88, 103, 69, 
2022-04-14T17:24:00.000+01:00, 2022-04-14T17:35:00.000+01:00, Walking,101, 112, 78, 
2022-04-14T17:52:00.000+01:00, 2022-04-14T18:11:00.000+01:00, Running,155, 183, 80, 
2022-04-14T18:12:00.000+01:00, 2022-04-14T18:16:00.000+01:00, Walking,170, 181, 158, 
2022-04-14T18:46:00.000+01:00, 2022-04-14T18:58:00.000+01:00, Walking,93, 107, 77, 
2022-04-14T20:16:00.000+01:00, 2022-04-14T20:30:00.000+01:00, Other,88, 108, 75, 
2022-04-14T21:58:00.000+01:00, 2022-04-14T22:13:00.000+01:00, Walking,81, 93, 72, 
2022-04-14T22:22:00.000+01:00, 2022-04-14T22:31:00.000+01:00, Walking,90, 101, 73, 
2022-04-14T23:24:00.000+01:00, 2022-04-14T23:29:00.000+01:00, Walking,97, 105, 85, 
2022-04-14T23:39:00.000+01:00, 2022-04-14T23:51:00.000+01:00, Walking,100, 111, 82, 
2022-04-15T12:35:00.000+01:00, 2022-04-15T12:40:00.000+01:00, Walking,85, 89, 77, 
2022-04-15T12:53:00.000+01:00, 2022-04-15T13:04:00.000+01:00, Walking,89, 103, 75, 
2022-04-15T16:36:00.000+01:00, 2022-04-15T16:44:00.000+01:00, Walking,83, 104, 71, 
2022-04-15T17:18:00.000+01:00, 2022-04-15T17:25:00.000+01:00, Walking,86, 95, 69, 
2022-04-15T18:02:00.000+01:00, 2022-04-15T18:07:00.000+01:00, Walking,83, 98, 75, 
2022-04-15T18:18:00.000+01:00, 2022-04-15T18:43:00.000+01:00, Running,166, 188, 106, 
2022-04-15T20:48:00.000+01:00, 2022-04-15T20:55:00.000+01:00, Walking,93, 107, 81, 
2022-04-16T08:11:00.000+01:00, 2022-04-16T08:26:00.000+01:00, Other,96, 118, 74, 
2022-04-16T08:48:00.000+01:00, 2022-04-16T08:57:00.000+01:00, Other,76, 94, 70, 
2022-04-16T08:59:00.000+01:00, 2022-04-16T09:03:00.000+01:00, Walking,117, 126, 108, 
2022-04-16T09:04:00.000+01:00, 2022-04-16T09:32:00.000+01:00, Walking,107, 135, 71, 
2022-04-16T09:36:00.000+01:00, 2022-04-16T09:40:00.000+01:00, Walking,94, 103, 84, 
2022-04-16T09:41:00.000+01:00, 2022-04-16T10:02:00.000+01:00, Walking,105, 129, 68, 
2022-04-16T10:03:00.000+01:00, 2022-04-16T10:15:00.000+01:00, Walking,113, 132, 75, 
2022-04-16T10:16:00.000+01:00, 2022-04-16T10:38:00.000+01:00, Walking,92, 131, 70, 
2022-04-16T10:39:00.000+01:00, 2022-04-16T10:43:00.000+01:00, Walking,79, 116, 71, 
2022-04-16T10:44:00.000+01:00, 2022-04-16T10:56:00.000+01:00, Walking,83, 107, 68, 
2022-04-16T12:09:00.000+01:00, 2022-04-16T12:21:00.000+01:00, Other,85, 98, 69, 
2022-04-16T12:52:00.000+01:00, 2022-04-16T12:56:00.000+01:00, Walking,96, 105, 70, 
2022-04-16T13:18:00.000+01:00, 2022-04-16T13:42:00.000+01:00, Other,87, 110, 67, 
2022-04-16T14:18:00.000+01:00, 2022-04-16T14:23:00.000+01:00, Walking,82, 90, 73, 
2022-04-16T14:32:00.000+01:00, 2022-04-16T14:40:00.000+01:00, Walking,102, 115, 88, 
2022-04-16T14:42:00.000+01:00, 2022-04-16T15:00:00.000+01:00, Other,82, 109, 70, 
2022-04-16T15:12:00.000+01:00, 2022-04-16T15:16:00.000+01:00, Walking,89, 100, 75, 
2022-04-16T15:18:00.000+01:00, 2022-04-16T15:33:00.000+01:00, Other,79, 93, 75, 
2022-04-16T15:34:00.000+01:00, 2022-04-16T15:48:00.000+01:00, Walking,163, 177, 121, 
2022-04-16T15:52:00.000+01:00, 2022-04-16T15:56:00.000+01:00, Walking,132, 151, 103, 
2022-04-16T16:04:00.000+01:00, 2022-04-16T16:09:00.000+01:00, Walking,88, 98, 82, 
2022-04-16T18:00:00.000+01:00, 2022-04-16T18:15:00.000+01:00, Walking,93, 121, 69, 
2022-04-16T19:27:00.000+01:00, 2022-04-16T19:56:00.000+01:00, Walking,89, 115, 71, 
2022-04-16T23:19:00.000+01:00, 2022-04-16T23:24:00.000+01:00, Walking,82, 92, 74, 
2022-04-17T11:26:00.000+01:00, 2022-04-17T11:32:00.000+01:00, Walking,89, 102, 75, 
2022-04-17T11:51:00.000+01:00, 2022-04-17T12:08:00.000+01:00, Other,88, 108, 75, 
2022-04-17T12:09:00.000+01:00, 2022-04-17T12:15:00.000+01:00, Walking,94, 101, 75, 
2022-04-17T12:40:00.000+01:00, 2022-04-17T13:00:00.000+01:00, Other,96, 114, 76, 
2022-04-17T13:01:00.000+01:00, 2022-04-17T13:07:00.000+01:00, Walking,103, 110, 92, 
2022-04-17T13:22:00.000+01:00, 2022-04-17T13:34:00.000+01:00, Other,83, 109, 72, 
2022-04-17T14:36:00.000+01:00, 2022-04-17T14:51:00.000+01:00, Other,80, 91, 70, 
2022-04-17T14:56:00.000+01:00, 2022-04-17T15:00:00.000+01:00, Walking,77, 80, 72, 
2022-04-17T16:36:00.000+01:00, 2022-04-17T16:47:00.000+01:00, Walking,77, 104, 55, 
2022-04-17T17:21:00.000+01:00, 2022-04-17T17:34:00.000+01:00, Other,81, 103, 67, 
2022-04-17T20:28:00.000+01:00, 2022-04-17T20:45:00.000+01:00, Other,81, 110, 70, 
2022-04-17T23:52:00.000+01:00, 2022-04-17T23:59:00.000+01:00, Other,49, 55, 48, 
2022-04-18T09:03:00.000+01:00, 2022-04-18T09:18:00.000+01:00, Other,89, 108, 72, 
2022-04-18T10:03:00.000+01:00, 2022-04-18T10:18:00.000+01:00, Other,74, 77, 71, 
2022-04-18T11:45:00.000+01:00, 2022-04-18T11:49:00.000+01:00, Walking,90, 92, 89, 
2022-04-18T12:45:00.000+01:00, 2022-04-18T12:49:00.000+01:00, Walking,93, 93, 93, 
2022-04-18T13:39:00.000+01:00, 2022-04-18T13:54:00.000+01:00, Other,79, 94, 56, 
2022-04-18T14:39:00.000+01:00, 2022-04-18T14:54:00.000+01:00, Other,85, 93, 81, 
2022-04-18T16:13:00.000+01:00, 2022-04-18T16:35:00.000+01:00, Walking,94, 118, 77, 
2022-04-18T17:13:00.000+01:00, 2022-04-18T17:35:00.000+01:00, Walking,99, 111, 80, 
2022-04-18T17:03:00.000+01:00, 2022-04-18T17:47:00.000+01:00, Walking,97, 121, 70, 
2022-04-18T17:48:00.000+01:00, 2022-04-18T17:53:00.000+01:00, Walking,82, 94, 75, 
